client_id,account_id,disp_id,loan_purpose,personal_loan,car_loan,home_loan,credit_card_loan,business_loan
12102,9833,11794,credit_card,0,0,0,1,0
9611,7769,9303,debt_consolidation,1,0,0,0,0
9236,7454,8928,debt_consolidation,1,0,0,0,0
8366,6930,8366,debt_consolidation,1,0,0,0,0
210,173,210,debt_consolidation,1,0,0,0,0
9945,8051,9637,credit_card,0,0,0,1,0
12843,10439,12535,credit_card,0,0,0,1,0
5517,4576,5517,debt_consolidation,1,0,0,0,0
9915,8027,9607,credit_card,0,0,0,1,0
7166,5927,7166,credit_card,0,0,0,1,0
7576,6273,7576,debt_consolidation,1,0,0,0,0
13603,11065,13295,debt_consolidation,1,0,0,0,0
10555,8558,10247,credit_card,0,0,0,1,0
6567,5442,6567,debt_consolidation,1,0,0,0,0
2195,1811,2195,credit_card,0,0,0,1,0
9702,7844,9394,credit_card,0,0,0,1,0
5134,4260,5134,debt_consolidation,1,0,0,0,0
4056,3354,4056,debt_consolidation,1,0,0,0,0
3335,2762,3335,credit_card,0,0,0,1,0
11409,9265,11101,credit_card,0,0,0,1,0
6317,5228,6317,credit_card,0,0,0,1,0
3414,2824,3414,debt_consolidation,1,0,0,0,0
946,790,946,debt_consolidation,1,0,0,0,0
13412,10911,13104,credit_card,0,0,0,1,0
10043,8129,9735,medical,1,0,0,0,0
2635,2176,2635,debt_consolidation,1,0,0,0,0
11195,9093,10887,debt_consolidation,1,0,0,0,0
6301,5215,6301,debt_consolidation,1,0,0,0,0
11574,9403,11266,credit_card,0,0,0,1,0
11208,9104,10900,credit_card,0,0,0,1,0
6178,5120,6178,debt_consolidation,1,0,0,0,0
10510,8519,10202,credit_card,0,0,0,1,0
10198,8260,9890,credit_card,0,0,0,1,0
5133,4259,5133,credit_card,0,0,0,1,0
3687,3050,3687,credit_card,0,0,0,1,0
11461,9307,11153,debt_consolidation,1,0,0,0,0
5337,4427,5337,debt_consolidation,1,0,0,0,0
4620,3834,4620,debt_consolidation,1,0,0,0,0
9675,7824,9367,credit_card,0,0,0,1,0
10566,8566,10258,debt_consolidation,1,0,0,0,0
9844,7965,9536,debt_consolidation,1,0,0,0,0
7195,5952,7195,debt_consolidation,1,0,0,0,0
7299,6040,7299,small_business,0,0,0,0,1
5366,4448,5366,debt_consolidation,1,0,0,0,0
11063,8982,10755,small_business,0,0,0,0,1
7683,6363,7683,debt_consolidation,1,0,0,0,0
6789,5622,6789,credit_card,0,0,0,1,0
352,290,352,debt_consolidation,1,0,0,0,0
7422,6148,7422,debt_consolidation,1,0,0,0,0
8610,7133,8610,debt_consolidation,1,0,0,0,0
1327,1106,1327,credit_card,0,0,0,1,0
1851,1527,1851,credit_card,0,0,0,1,0
2403,1978,2403,small_business,0,0,0,0,1
5224,4337,5224,debt_consolidation,1,0,0,0,0
2834,2345,2834,credit_card,0,0,0,1,0
7753,6425,7753,debt_consolidation,1,0,0,0,0
7521,6226,7521,credit_card,0,0,0,1,0
421,344,421,home_improvement,0,0,1,0,0
3576,2962,3576,credit_card,0,0,0,1,0
4520,3747,4520,home_improvement,0,0,1,0,0
3829,3166,3829,debt_consolidation,1,0,0,0,0
7390,6118,7390,debt_consolidation,1,0,0,0,0
980,816,980,credit_card,0,0,0,1,0
11866,9640,11558,credit_card,0,0,0,1,0
8105,6715,8105,credit_card,0,0,0,1,0
2719,2245,2719,debt_consolidation,1,0,0,0,0
9715,7857,9407,credit_card,0,0,0,1,0
2922,2419,2922,credit_card,0,0,0,1,0
9670,7819,9362,debt_consolidation,1,0,0,0,0
7814,6472,7814,debt_consolidation,1,0,0,0,0
5318,4413,5318,debt_consolidation,1,0,0,0,0
12003,9750,11695,credit_card,0,0,0,1,0
7672,6353,7672,medical,1,0,0,0,0
981,817,981,credit_card,0,0,0,1,0
5320,4414,5320,debt_consolidation,1,0,0,0,0
7286,6030,7286,debt_consolidation,1,0,0,0,0
13548,11021,13240,credit_card,0,0,0,1,0
10563,8564,10255,credit_card,0,0,0,1,0
12144,9869,11836,debt_consolidation,1,0,0,0,0
6895,5700,6895,debt_consolidation,1,0,0,0,0
1505,1247,1505,debt_consolidation,1,0,0,0,0
10269,8316,9961,small_business,0,0,0,0,1
9418,7607,9110,debt_consolidation,1,0,0,0,0
2853,2361,2853,credit_card,0,0,0,1,0
4527,3752,4527,debt_consolidation,1,0,0,0,0
4916,4079,4916,debt_consolidation,1,0,0,0,0
10636,8625,10328,credit_card,0,0,0,1,0
11804,9591,11496,credit_card,0,0,0,1,0
12095,9828,11787,credit_card,0,0,0,1,0
2422,1993,2422,debt_consolidation,1,0,0,0,0
6798,5628,6798,credit_card,0,0,0,1,0
2136,1762,2136,debt_consolidation,1,0,0,0,0
424,347,424,small_business,0,0,0,0,1
1157,960,1157,credit_card,0,0,0,1,0
1516,1256,1516,credit_card,0,0,0,1,0
4377,3629,4377,home_improvement,0,0,1,0,0
10350,8377,10042,credit_card,0,0,0,1,0
8677,7190,8677,debt_consolidation,1,0,0,0,0
10076,8159,9768,credit_card,0,0,0,1,0
11886,9656,11578,credit_card,0,0,0,1,0
10475,8489,10167,debt_consolidation,1,0,0,0,0
13071,10630,12763,debt_consolidation,1,0,0,0,0
12844,10440,12536,credit_card,0,0,0,1,0
5760,4774,5760,debt_consolidation,1,0,0,0,0
5521,4580,5521,debt_consolidation,1,0,0,0,0
5701,4727,5701,credit_card,0,0,0,1,0
5826,4825,5826,debt_consolidation,1,0,0,0,0
10818,8776,10510,debt_consolidation,1,0,0,0,0
10479,8492,10171,debt_consolidation,1,0,0,0,0
11685,9493,11377,credit_card,0,0,0,1,0
1102,915,1102,credit_card,0,0,0,1,0
13451,10942,13143,credit_card,0,0,0,1,0
9721,7861,9413,car,0,1,0,0,0
10382,8405,10074,credit_card,0,0,0,1,0
12416,10093,12108,small_business,0,0,0,0,1
13113,10663,12805,credit_card,0,0,0,1,0
13955,11349,13647,credit_card,0,0,0,1,0
8130,6738,8130,debt_consolidation,1,0,0,0,0
5333,4423,5333,medical,1,0,0,0,0
9346,7546,9038,debt_consolidation,1,0,0,0,0
2831,2343,2831,debt_consolidation,1,0,0,0,0
7980,6609,7980,credit_card,0,0,0,1,0
2686,2218,2686,credit_card,0,0,0,1,0
11851,9627,11543,small_business,0,0,0,0,1
4918,4081,4918,debt_consolidation,1,0,0,0,0
6987,5774,6987,credit_card,0,0,0,1,0
13576,11042,13268,debt_consolidation,1,0,0,0,0
9606,7765,9298,debt_consolidation,1,0,0,0,0
11794,9583,11486,credit_card,0,0,0,1,0
9417,7606,9109,credit_card,0,0,0,1,0
6946,5742,6946,credit_card,0,0,0,1,0
10963,8899,10655,major_purchase,0,0,1,0,0
9366,7562,9058,credit_card,0,0,0,1,0
9663,7815,9355,debt_consolidation,1,0,0,0,0
5928,4907,5928,credit_card,0,0,0,1,0
3013,2496,3013,debt_consolidation,1,0,0,0,0
6034,4995,6034,debt_consolidation,1,0,0,0,0
4584,3804,4584,credit_card,0,0,0,1,0
6115,5066,6115,debt_consolidation,1,0,0,0,0
7727,6400,7727,debt_consolidation,1,0,0,0,0
13380,10884,13072,credit_card,0,0,0,1,0
9995,8092,9687,debt_consolidation,1,0,0,0,0
6936,5735,6936,credit_card,0,0,0,1,0
3763,3112,3763,debt_consolidation,1,0,0,0,0
3519,2912,3519,credit_card,0,0,0,1,0
5860,4852,5860,credit_card,0,0,0,1,0
10282,8327,9974,debt_consolidation,1,0,0,0,0
2148,1772,2148,debt_consolidation,1,0,0,0,0
13190,10728,12882,credit_card,0,0,0,1,0
11105,9017,10797,debt_consolidation,1,0,0,0,0
6731,5574,6731,credit_card,0,0,0,1,0
3670,3037,3670,debt_consolidation,1,0,0,0,0
6299,5213,6299,debt_consolidation,1,0,0,0,0
9196,7418,8888,home_improvement,0,0,1,0,0
2843,2352,2843,debt_consolidation,1,0,0,0,0
25,19,25,home_improvement,0,0,1,0,0
78,67,78,small_business,0,0,0,0,1
7010,5794,7010,home_improvement,0,0,1,0,0
10389,8411,10081,credit_card,0,0,0,1,0
5384,4462,5384,debt_consolidation,1,0,0,0,0
9427,7614,9119,debt_consolidation,1,0,0,0,0
4352,3608,4352,credit_card,0,0,0,1,0
1133,940,1133,debt_consolidation,1,0,0,0,0
10543,8547,10235,debt_consolidation,1,0,0,0,0
6544,5422,6544,credit_card,0,0,0,1,0
11873,9645,11565,credit_card,0,0,0,1,0
11093,9006,10785,debt_consolidation,1,0,0,0,0
2141,1766,2141,debt_consolidation,1,0,0,0,0
2809,2322,2809,home_improvement,0,0,1,0,0
2063,1698,2063,credit_card,0,0,0,1,0
12303,10001,11995,debt_consolidation,1,0,0,0,0
10702,8680,10394,credit_card,0,0,0,1,0
10040,8127,9732,debt_consolidation,1,0,0,0,0
6691,5541,6691,debt_consolidation,1,0,0,0,0
2746,2268,2746,debt_consolidation,1,0,0,0,0
4434,3679,4434,credit_card,0,0,0,1,0
6077,5033,6077,debt_consolidation,1,0,0,0,0
8432,6985,8432,debt_consolidation,1,0,0,0,0
12050,9790,11742,medical,1,0,0,0,0
1020,846,1020,debt_consolidation,1,0,0,0,0
2288,1886,2288,credit_card,0,0,0,1,0
3113,2580,3113,credit_card,0,0,0,1,0
12220,9928,11912,credit_card,0,0,0,1,0
6033,4994,6033,credit_card,0,0,0,1,0
7678,6358,7678,credit_card,0,0,0,1,0
13968,11359,13660,credit_card,0,0,0,1,0
7594,6289,7594,major_purchase,0,0,1,0,0
13590,11054,13282,credit_card,0,0,0,1,0
5858,4851,5858,home_improvement,0,0,1,0,0
1917,1583,1917,credit_card,0,0,0,1,0
5606,4650,5606,credit_card,0,0,0,1,0
3730,3084,3730,debt_consolidation,1,0,0,0,0
2592,2143,2592,debt_consolidation,1,0,0,0,0
11327,9199,11019,major_purchase,0,0,1,0,0
3616,2994,3616,debt_consolidation,1,0,0,0,0
7723,6397,7723,credit_card,0,0,0,1,0
13231,10762,12923,credit_card,0,0,0,1,0
10528,8533,10220,debt_consolidation,1,0,0,0,0
9798,7926,9490,debt_consolidation,1,0,0,0,0
12325,10019,12017,credit_card,0,0,0,1,0
5399,4476,5399,credit_card,0,0,0,1,0
12079,9814,11771,debt_consolidation,1,0,0,0,0
2708,2236,2708,credit_card,0,0,0,1,0
12840,10436,12532,debt_consolidation,1,0,0,0,0
13750,11186,13442,debt_consolidation,1,0,0,0,0
2550,2106,2550,home_improvement,0,0,1,0,0
3907,3230,3907,debt_consolidation,1,0,0,0,0
11114,9024,10806,debt_consolidation,1,0,0,0,0
5526,4585,5526,debt_consolidation,1,0,0,0,0
2259,1862,2259,debt_consolidation,1,0,0,0,0
9930,8039,9622,debt_consolidation,1,0,0,0,0
8076,6688,8076,debt_consolidation,1,0,0,0,0
603,501,603,credit_card,0,0,0,1,0
9641,7795,9333,debt_consolidation,1,0,0,0,0
11596,9422,11288,debt_consolidation,1,0,0,0,0
2501,2062,2501,debt_consolidation,1,0,0,0,0
5364,4447,5364,credit_card,0,0,0,1,0
158,132,158,debt_consolidation,1,0,0,0,0
6042,5001,6042,home_improvement,0,0,1,0,0
7765,6434,7765,home_improvement,0,0,1,0,0
6359,5263,6359,credit_card,0,0,0,1,0
5977,4948,5977,credit_card,0,0,0,1,0
3767,3115,3767,credit_card,0,0,0,1,0
11754,9548,11446,debt_consolidation,1,0,0,0,0
12662,10297,12354,debt_consolidation,1,0,0,0,0
9717,7859,9409,credit_card,0,0,0,1,0
11709,9510,11401,debt_consolidation,1,0,0,0,0
1509,1250,1509,credit_card,0,0,0,1,0
6015,4981,6015,credit_card,0,0,0,1,0
12943,10520,12635,debt_consolidation,1,0,0,0,0
12810,10411,12502,debt_consolidation,1,0,0,0,0
11121,9030,10813,credit_card,0,0,0,1,0
3855,3189,3855,credit_card,0,0,0,1,0
13480,10963,13172,debt_consolidation,1,0,0,0,0
13971,11362,13663,debt_consolidation,1,0,0,0,0
5395,4473,5395,debt_consolidation,1,0,0,0,0
12756,10365,12448,debt_consolidation,1,0,0,0,0
6922,5724,6922,credit_card,0,0,0,1,0
6749,5591,6749,credit_card,0,0,0,1,0
2451,2018,2451,major_purchase,0,0,1,0,0
6469,5358,6469,debt_consolidation,1,0,0,0,0
11004,8931,10696,credit_card,0,0,0,1,0
13852,11271,13544,credit_card,0,0,0,1,0
6366,5269,6366,debt_consolidation,1,0,0,0,0
992,825,992,credit_card,0,0,0,1,0
2720,2246,2720,credit_card,0,0,0,1,0
7435,6158,7435,credit_card,0,0,0,1,0
4055,3353,4055,debt_consolidation,1,0,0,0,0
11686,9494,11378,home_improvement,0,0,1,0,0
6122,5072,6122,credit_card,0,0,0,1,0
8764,7262,8764,debt_consolidation,1,0,0,0,0
8392,6950,8392,debt_consolidation,1,0,0,0,0
12561,10215,12253,credit_card,0,0,0,1,0
2721,2247,2721,debt_consolidation,1,0,0,0,0
5801,4803,5801,debt_consolidation,1,0,0,0,0
11149,9052,10841,credit_card,0,0,0,1,0
1501,1244,1501,debt_consolidation,1,0,0,0,0
12738,10351,12430,debt_consolidation,1,0,0,0,0
13608,11069,13300,credit_card,0,0,0,1,0
6422,5317,6422,credit_card,0,0,0,1,0
4177,3455,4177,home_improvement,0,0,1,0,0
13285,10807,12977,home_improvement,0,0,1,0,0
11701,9504,11393,debt_consolidation,1,0,0,0,0
11371,9235,11063,debt_consolidation,1,0,0,0,0
5642,4681,5642,credit_card,0,0,0,1,0
2581,2134,2581,debt_consolidation,1,0,0,0,0
8200,6792,8200,credit_card,0,0,0,1,0
5565,4618,5565,debt_consolidation,1,0,0,0,0
5873,4863,5873,debt_consolidation,1,0,0,0,0
4861,4033,4861,debt_consolidation,1,0,0,0,0
10714,8688,10406,debt_consolidation,1,0,0,0,0
9505,7674,9197,debt_consolidation,1,0,0,0,0
4786,3967,4786,debt_consolidation,1,0,0,0,0
5322,4415,5322,home_improvement,0,0,1,0,0
810,675,810,debt_consolidation,1,0,0,0,0
1511,1252,1511,credit_card,0,0,0,1,0
13468,10954,13160,debt_consolidation,1,0,0,0,0
11359,9225,11051,credit_card,0,0,0,1,0
2489,2051,2489,debt_consolidation,1,0,0,0,0
13620,11079,13312,credit_card,0,0,0,1,0
6257,5181,6257,credit_card,0,0,0,1,0
568,472,568,debt_consolidation,1,0,0,0,0
8276,6856,8276,credit_card,0,0,0,1,0
4652,3859,4652,credit_card,0,0,0,1,0
11123,9031,10815,credit_card,0,0,0,1,0
12586,10233,12278,credit_card,0,0,0,1,0
383,314,383,debt_consolidation,1,0,0,0,0
3326,2754,3326,credit_card,0,0,0,1,0
6175,5118,6175,debt_consolidation,1,0,0,0,0
11405,9263,11097,home_improvement,0,0,1,0,0
9997,8094,9689,credit_card,0,0,0,1,0
2841,2350,2841,medical,1,0,0,0,0
6039,4999,6039,debt_consolidation,1,0,0,0,0
3471,2872,3471,debt_consolidation,1,0,0,0,0
8030,6649,8030,debt_consolidation,1,0,0,0,0
5171,4293,5171,credit_card,0,0,0,1,0
12750,10361,12442,debt_consolidation,1,0,0,0,0
1755,1447,1755,debt_consolidation,1,0,0,0,0
11250,9138,10942,credit_card,0,0,0,1,0
10273,8320,9965,credit_card,0,0,0,1,0
11516,9353,11208,debt_consolidation,1,0,0,0,0
13640,11096,13332,credit_card,0,0,0,1,0
4132,3418,4132,credit_card,0,0,0,1,0
3038,2516,3038,credit_card,0,0,0,1,0
1311,1093,1311,credit_card,0,0,0,1,0
9833,7957,9525,debt_consolidation,1,0,0,0,0
7796,6461,7796,debt_consolidation,1,0,0,0,0
8502,7045,8502,debt_consolidation,1,0,0,0,0
11911,9677,11603,credit_card,0,0,0,1,0
7772,6440,7772,debt_consolidation,1,0,0,0,0
5574,4626,5574,debt_consolidation,1,0,0,0,0
11379,9241,11071,credit_card,0,0,0,1,0
10813,8772,10505,debt_consolidation,1,0,0,0,0
11857,9633,11549,debt_consolidation,1,0,0,0,0
1533,1270,1533,credit_card,0,0,0,1,0
8064,6678,8064,credit_card,0,0,0,1,0
533,442,533,credit_card,0,0,0,1,0
389,319,389,credit_card,0,0,0,1,0
631,525,631,credit_card,0,0,0,1,0
11713,9513,11405,debt_consolidation,1,0,0,0,0
1852,1528,1852,credit_card,0,0,0,1,0
10355,8381,10047,credit_card,0,0,0,1,0
12382,10068,12074,home_improvement,0,0,1,0,0
10777,8742,10469,home_improvement,0,0,1,0,0
7411,6138,7411,debt_consolidation,1,0,0,0,0
4937,4099,4937,debt_consolidation,1,0,0,0,0
2560,2116,2560,debt_consolidation,1,0,0,0,0
2822,2334,2822,debt_consolidation,1,0,0,0,0
5203,4320,5203,credit_card,0,0,0,1,0
116,97,116,credit_card,0,0,0,1,0
12133,9859,11825,debt_consolidation,1,0,0,0,0
10090,8169,9782,debt_consolidation,1,0,0,0,0
10023,8114,9715,debt_consolidation,1,0,0,0,0
4968,4127,4968,debt_consolidation,1,0,0,0,0
9370,7565,9062,credit_card,0,0,0,1,0
861,718,861,debt_consolidation,1,0,0,0,0
2621,2165,2621,other,1,0,0,0,0
13405,10905,13097,debt_consolidation,1,0,0,0,0
11598,9424,11290,credit_card,0,0,0,1,0
2503,2064,2503,credit_card,0,0,0,1,0
5050,4190,5050,credit_card,0,0,0,1,0
2291,1888,2291,home_improvement,0,0,1,0,0
9775,7907,9467,home_improvement,0,0,1,0,0
4386,3637,4386,moving,1,0,0,0,0
6511,5395,6511,credit_card,0,0,0,1,0
1608,1329,1608,major_purchase,0,0,1,0,0
9846,7966,9538,credit_card,0,0,0,1,0
1499,1242,1499,debt_consolidation,1,0,0,0,0
5727,4746,5727,debt_consolidation,1,0,0,0,0
132,110,132,debt_consolidation,1,0,0,0,0
9914,8026,9606,debt_consolidation,1,0,0,0,0
7065,5837,7065,credit_card,0,0,0,1,0
4417,3664,4417,debt_consolidation,1,0,0,0,0
3962,3273,3962,credit_card,0,0,0,1,0
12378,10065,12070,debt_consolidation,1,0,0,0,0
8089,6699,8089,credit_card,0,0,0,1,0
10209,8268,9901,debt_consolidation,1,0,0,0,0
7348,6083,7348,credit_card,0,0,0,1,0
3324,2753,3324,debt_consolidation,1,0,0,0,0
6571,5445,6571,debt_consolidation,1,0,0,0,0
13134,10679,12826,debt_consolidation,1,0,0,0,0
2316,1906,2316,debt_consolidation,1,0,0,0,0
458,378,458,debt_consolidation,1,0,0,0,0
4754,3942,4754,credit_card,0,0,0,1,0
9755,7890,9447,debt_consolidation,1,0,0,0,0
9987,8085,9679,credit_card,0,0,0,1,0
9340,7542,9032,credit_card,0,0,0,1,0
9760,7894,9452,debt_consolidation,1,0,0,0,0
7366,6097,7366,credit_card,0,0,0,1,0
13556,11027,13248,debt_consolidation,1,0,0,0,0
13803,11231,13495,home_improvement,0,0,1,0,0
10075,8158,9767,debt_consolidation,1,0,0,0,0
2647,2187,2647,credit_card,0,0,0,1,0
5699,4725,5699,credit_card,0,0,0,1,0
4474,3711,4474,credit_card,0,0,0,1,0
11855,9631,11547,other,1,0,0,0,0
8510,7052,8510,debt_consolidation,1,0,0,0,0
2823,2335,2823,credit_card,0,0,0,1,0
5774,4784,5774,credit_card,0,0,0,1,0
1913,1580,1913,debt_consolidation,1,0,0,0,0
13346,10857,13038,credit_card,0,0,0,1,0
3606,2986,3606,debt_consolidation,1,0,0,0,0
124,103,124,credit_card,0,0,0,1,0
9202,7424,8894,credit_card,0,0,0,1,0
4024,3329,4024,moving,1,0,0,0,0
31,25,31,debt_consolidation,1,0,0,0,0
5232,4342,5232,debt_consolidation,1,0,0,0,0
13261,10789,12953,credit_card,0,0,0,1,0
10492,8505,10184,home_improvement,0,0,1,0,0
13820,11244,13512,debt_consolidation,1,0,0,0,0
9403,7594,9095,credit_card,0,0,0,1,0
9582,7745,9274,debt_consolidation,1,0,0,0,0
8333,6902,8333,debt_consolidation,1,0,0,0,0
13172,10711,12864,debt_consolidation,1,0,0,0,0
8074,6686,8074,debt_consolidation,1,0,0,0,0
414,339,414,debt_consolidation,1,0,0,0,0
2952,2445,2952,credit_card,0,0,0,1,0
5788,4794,5788,credit_card,0,0,0,1,0
6275,5196,6275,debt_consolidation,1,0,0,0,0
4882,4052,4882,debt_consolidation,1,0,0,0,0
6764,5602,6764,medical,1,0,0,0,0
7434,6157,7434,debt_consolidation,1,0,0,0,0
12643,10280,12335,debt_consolidation,1,0,0,0,0
12890,10478,12582,credit_card,0,0,0,1,0
12328,10022,12020,debt_consolidation,1,0,0,0,0
4768,3953,4768,home_improvement,0,0,1,0,0
7339,6075,7339,debt_consolidation,1,0,0,0,0
9450,7632,9142,credit_card,0,0,0,1,0
12468,10134,12160,debt_consolidation,1,0,0,0,0
2205,1819,2205,credit_card,0,0,0,1,0
5563,4616,5563,home_improvement,0,0,1,0,0
8737,7240,8737,debt_consolidation,1,0,0,0,0
1705,1407,1705,debt_consolidation,1,0,0,0,0
9929,8038,9621,debt_consolidation,1,0,0,0,0
1793,1480,1793,debt_consolidation,1,0,0,0,0
3546,2936,3546,credit_card,0,0,0,1,0
12729,10345,12421,major_purchase,0,0,1,0,0
12850,10445,12542,debt_consolidation,1,0,0,0,0
2470,2035,2470,credit_card,0,0,0,1,0
1985,1638,1985,credit_card,0,0,0,1,0
9456,7636,9148,credit_card,0,0,0,1,0
12485,10148,12177,credit_card,0,0,0,1,0
6196,5133,6196,debt_consolidation,1,0,0,0,0
2267,1869,2267,car,0,1,0,0,0
11329,9201,11021,debt_consolidation,1,0,0,0,0
11637,9455,11329,credit_card,0,0,0,1,0
8548,7082,8548,credit_card,0,0,0,1,0
5376,4456,5376,debt_consolidation,1,0,0,0,0
4672,3875,4672,debt_consolidation,1,0,0,0,0
939,785,939,credit_card,0,0,0,1,0
3072,2545,3072,debt_consolidation,1,0,0,0,0
10517,8523,10209,home_improvement,0,0,1,0,0
12908,10493,12600,debt_consolidation,1,0,0,0,0
1051,873,1051,debt_consolidation,1,0,0,0,0
13095,10650,12787,credit_card,0,0,0,1,0
9546,7713,9238,credit_card,0,0,0,1,0
11304,9179,10996,credit_card,0,0,0,1,0
11266,9153,10958,debt_consolidation,1,0,0,0,0
12802,10404,12494,medical,1,0,0,0,0
2590,2142,2590,debt_consolidation,1,0,0,0,0
11286,9167,10978,credit_card,0,0,0,1,0
4710,3906,4710,credit_card,0,0,0,1,0
4099,3390,4099,credit_card,0,0,0,1,0
8777,7274,8777,home_improvement,0,0,1,0,0
530,440,530,debt_consolidation,1,0,0,0,0
11768,9560,11460,credit_card,0,0,0,1,0
4712,3907,4712,debt_consolidation,1,0,0,0,0
6235,5164,6235,credit_card,0,0,0,1,0
10159,8225,9851,home_improvement,0,0,1,0,0
11874,9646,11566,credit_card,0,0,0,1,0
1300,1083,1300,debt_consolidation,1,0,0,0,0
3601,2982,3601,debt_consolidation,1,0,0,0,0
6729,5572,6729,debt_consolidation,1,0,0,0,0
9217,7437,8909,other,1,0,0,0,0
46,38,46,other,1,0,0,0,0
9872,7990,9564,credit_card,0,0,0,1,0
3284,2720,3284,debt_consolidation,1,0,0,0,0
7843,6495,7843,debt_consolidation,1,0,0,0,0
10828,8784,10520,debt_consolidation,1,0,0,0,0
11362,9227,11054,debt_consolidation,1,0,0,0,0
5468,4533,5468,debt_consolidation,1,0,0,0,0
13098,10652,12790,moving,1,0,0,0,0
9569,7733,9261,debt_consolidation,1,0,0,0,0
3800,3143,3800,debt_consolidation,1,0,0,0,0
8667,7181,8667,home_improvement,0,0,1,0,0
1130,938,1130,debt_consolidation,1,0,0,0,0
3163,2622,3163,debt_consolidation,1,0,0,0,0
8506,7049,8506,debt_consolidation,1,0,0,0,0
4299,3562,4299,debt_consolidation,1,0,0,0,0
2153,1776,2153,credit_card,0,0,0,1,0
7324,6061,7324,credit_card,0,0,0,1,0
9555,7721,9247,credit_card,0,0,0,1,0
13290,10812,12982,credit_card,0,0,0,1,0
4182,3460,4182,other,1,0,0,0,0
370,303,370,credit_card,0,0,0,1,0
2759,2279,2759,debt_consolidation,1,0,0,0,0
3629,3005,3629,credit_card,0,0,0,1,0
10654,8639,10346,debt_consolidation,1,0,0,0,0
10987,8919,10679,debt_consolidation,1,0,0,0,0
8568,7099,8568,credit_card,0,0,0,1,0
13417,10915,13109,debt_consolidation,1,0,0,0,0
3822,3161,3822,debt_consolidation,1,0,0,0,0
7186,5944,7186,debt_consolidation,1,0,0,0,0
13089,10644,12781,debt_consolidation,1,0,0,0,0
4993,4144,4993,credit_card,0,0,0,1,0
7150,5912,7150,debt_consolidation,1,0,0,0,0
11683,9491,11375,debt_consolidation,1,0,0,0,0
4114,3403,4114,debt_consolidation,1,0,0,0,0
13090,10645,12782,credit_card,0,0,0,1,0
3608,2988,3608,home_improvement,0,0,1,0,0
9362,7559,9054,debt_consolidation,1,0,0,0,0
4722,3916,4722,credit_card,0,0,0,1,0
8096,6706,8096,credit_card,0,0,0,1,0
403,330,403,credit_card,0,0,0,1,0
272,226,272,credit_card,0,0,0,1,0
2430,2000,2430,debt_consolidation,1,0,0,0,0
6255,5180,6255,credit_card,0,0,0,1,0
13924,11328,13616,credit_card,0,0,0,1,0
2494,2055,2494,debt_consolidation,1,0,0,0,0
10746,8713,10438,other,1,0,0,0,0
5866,4858,5866,credit_card,0,0,0,1,0
12308,10005,12000,debt_consolidation,1,0,0,0,0
5389,4467,5389,credit_card,0,0,0,1,0
3517,2910,3517,debt_consolidation,1,0,0,0,0
3257,2699,3257,debt_consolidation,1,0,0,0,0
1681,1389,1681,debt_consolidation,1,0,0,0,0
12616,10257,12308,home_improvement,0,0,1,0,0
6383,5283,6383,credit_card,0,0,0,1,0
426,349,426,major_purchase,0,0,1,0,0
2277,1876,2277,debt_consolidation,1,0,0,0,0
