customer_id,age,gender,marital_status,dependents_count,employment_type,occupation,education_level,city_tier,yearly_income,account_age_months,initial_credit_score,existing_loans_count,existing_loan_monthly_EMI_total,total_credit_limit,initial_credit_utilization_ratio,initial_avg_monthly_balance,initial_savings_rate,has_existing_auto_loan,has_existing_investment_account,txn_count_last_30d,high_value_txn_count_30d,bounced_txn_count,final_avg_monthly_balance,monthly_fuel_spend,monthly_transport_service_spend,avg_monthly_investment_debit,final_credit_score,dti_ratio,savings_rate,income_to_limit,txn_intensity,age_x_dependents,score_x_log_income,opted_home_loan,opted_car_loan,recommend_nifty50,recommend_elss
CUST_000140,35,Male,Single,0,Salaried,HR Manager,Post-Graduate,tier2,1694945.84,196,715,2,17611.1,1322827.95,0.71,45213.82,0.29,0,1,177,4,0,238158.58643087244,13020.70698352639,13498.692942991274,24817.04024625012,723,0.1246834552533766,1.686120427143173,1.2813038601854003,1.0381561445963583,0,10370.106079346984,1,1,0,0
CUST_000141,28,Male,Married,0,Salaried,Product Manager,Post-Graduate,tier1,2161535.4,71,800,0,36723.61,706470.22,0.57,36616.61,0.26,1,1,144,4,0,312054.28296520334,21964.61179477193,3872.3143151289687,8818.84624848654,808,0.2038740024854417,1.7323938376657575,3.059622726032633,0.6631252707185893,0,11785.754497069103,1,1,0,1
CUST_000142,57,Female,Married,1,Self-Employed,CXO,Post-Graduate,tier1,9323218.49,258,818,3,146486.72,4195598.64,0.22,405773.04,0.56,1,1,116,8,0,1927009.682285499,17755.02732993648,2729.24480129323,32933.758408527225,827,0.1885441577235961,2.48026863781054,2.222142075024108,0.1242872435958584,57,13271.711353960196,1,0,0,0
CUST_000147,35,Female,Married,1,Self-Employed,Trader,Graduate,tier2,2933157.49,143,752,3,60208.02,2269037.78,0.72,96532.04,0.38,1,1,134,4,0,482554.1715534485,23675.97750886263,8030.398450884932,21393.94451956888,760,0.2463192946957865,1.9741955173007684,1.2926872453012903,0.4552933387197026,35,11317.608691324736,1,1,0,0
CUST_000148,33,Female,Single,1,Salaried,Gig Worker,Under-Graduate,tier1,514733.67,41,673,3,27068.47,431184.04,0.8,1790.18,0.09,0,0,198,0,130,5036.745671111491,2858.035760597269,26495.40685926826,0.0,679,0.6310332634755336,0.1174190509525566,1.1937651408314167,3.773342770247619,33,8929.805246396494,0,0,0,0
CUST_000153,36,Male,Married,2,Self-Employed,Business Owner,Graduate,tier2,3698341.42,16,711,2,78564.15,1853314.75,0.33,98410.32,0.32,1,1,134,8,0,620009.2446642899,33001.58167561295,1816.945044489221,4909.101655581669,721,0.2549160918212083,2.0117360595493,1.9955268928135963,0.3613475266255285,72,10903.967998783655,1,1,0,0
CUST_000160,33,Female,Single,0,Salaried,Teacher,Graduate,tier1,1241714.37,151,703,1,28237.12,707491.18,0.52,16924.2,0.13,0,0,125,4,0,133882.32765404263,4529.446006258717,8500.904033132449,4067.605926917584,710,0.2728825353044568,1.293834109239793,1.755092713533597,0.9986303824250256,0,9962.723084608857,1,1,1,1
CUST_000162,30,Female,Married,0,Salaried,Data Scientist,Post-Graduate,tier1,2448334.56,109,761,2,61191.76,1885315.04,0.53,42102.05,0.3,1,1,148,4,0,321868.50174663885,18873.899152047663,2956.6294463171744,17359.183376885685,771,0.2999171489840065,1.5775634397769511,1.2986334959522223,0.6020335979005234,0,11342.118540043915,1,1,0,1
CUST_000163,35,Female,Single,0,Self-Employed,Gig Worker,Under-Graduate,tier1,740976.3,184,597,0,30909.01,273188.03,0.16,1564.79,0.04,0,0,208,1,95,13314.3681514511,2547.962123594026,27774.628839651614,0.0,606,0.5005586727887605,0.2156207025366165,2.7123208424584253,2.769727886219578,0,8190.529513335775,0,1,0,0
CUST_000164,52,Male,Married,1,Self-Employed,Investor,Post-Graduate,tier1,10362070.77,285,811,0,109182.54,5648189.12,0.3,506134.31,0.55,1,1,127,8,0,2543767.5318238,15696.989630473725,1234.8468153278832,34036.14148973236,821,0.1264408429348996,2.945856644791653,1.8345825033949104,0.1224442088915673,52,13262.157119886198,1,0,0,0
CUST_000167,41,Female,Single,0,Salaried,Gig Worker,Under-Graduate,tier2,645134.83,145,599,2,28857.72,444567.89,0.29,3472.73,0.04,0,0,202,1,109,8835.090785804961,3290.6536899637163,31652.55714195875,0.0,603,0.5367656227962866,0.1643363719692454,1.4511470427001762,3.0833347694244866,0,8066.461346140913,0,0,0,0
CUST_000183,28,Male,Single,0,Salaried,Junior Software Engineer,Graduate,tier2,1044086.39,78,781,1,20324.82,332568.78,0.38,15336.77,0.17,0,0,163,4,0,69999.69747843614,1986.8126803117057,15670.582055993966,3008.356354060752,789,0.2335966057758215,0.8045184034248282,3.1394505838744577,1.5463628175675428,0,10934.47780939544,1,1,1,1
CUST_000188,33,Female,Single,1,Self-Employed,Gig Worker,Under-Graduate,tier1,604512.8,124,661,0,22608.01,366606.87,0.7,2044.24,0.04,0,0,209,1,107,10794.489789762512,3993.941140131128,25432.203929907533,0.0,670,0.4487758318599997,0.2142738850038081,1.648935687059855,3.401068293451332,33,8919.160450965555,0,1,0,0
CUST_000192,28,Female,Single,0,Salaried,Analyst,Graduate,tier2,798266.85,18,746,0,13855.02,362765.88,0.75,9593.14,0.14,0,0,163,1,0,39082.34057821962,781.4012270294838,17118.62763505115,1948.5133988542143,753,0.2082733871754212,0.5874990762170831,2.2004953980363364,2.016660710506685,0,10233.420202222189,0,1,1,0
CUST_000193,27,Male,Married,1,Salaried,Data Scientist,Post-Graduate,tier1,2551724.7,14,748,3,59767.6,845604.4,0.51,45214.63,0.27,1,1,148,4,0,342023.6641847167,18829.89416490997,1592.8188660255737,19249.80285850802,756,0.2810678703645247,1.6084276917036937,3.017630563854015,0.5777357730906837,27,11152.724007608022,1,1,0,1
CUST_000194,45,Male,Married,1,Salaried,Govt. Employee,Graduate,tier2,1374794.66,42,786,2,24880.16,591791.22,0.49,42521.59,0.35,0,1,108,4,0,179420.97602076211,15494.994606401871,885.4053539755567,4559.857293717875,793,0.2171664777940485,1.566075998096449,2.323103639314488,0.7798990212743888,45,11208.115824034108,1,1,0,1
CUST_000198,45,Female,Married,2,Self-Employed,Investor,Post-Graduate,tier1,8221398.17,118,833,1,118753.69,5970635.71,0.22,286126.9,0.58,1,1,121,8,0,1629956.443940445,11661.27538865656,2187.904248340118,45368.78839054327,842,0.1733333151531594,2.3790903169699584,1.3769717652106153,0.146998113201466,90,13406.53531495146,1,0,0,0
CUST_000206,42,Male,Married,1,Self-Employed,Gig Worker,Under-Graduate,tier1,628088.61,270,616,1,21165.16,558560.67,0.52,4239.81,0.02,0,0,206,1,101,11671.428559717237,3114.070659884498,29046.44773185516,0.0,623,0.4043650268067723,0.2229852041006724,1.1244749572594197,3.2283917432721454,42,8317.322952718376,0,1,0,0
CUST_000207,42,Female,Married,1,Salaried,Govt. Employee,Graduate,tier2,1352808.55,158,791,0,33724.28,645552.16,0.44,38655.01,0.38,0,1,107,4,0,183081.0001085297,18821.21325791824,603.1555215310395,7200.569187415075,796,0.2991463723699348,1.6239936636846302,2.095580401155499,0.7851432983745222,42,11237.684532235207,1,1,0,1
CUST_000208,35,Female,Single,0,Self-Employed,Gig Worker,Under-Graduate,tier1,659040.47,24,581,1,31837.54,225515.95,0.23,3999.22,0.1,0,0,215,1,132,7990.475354218575,4426.136075889145,31290.876201196388,0.0,589,0.5796966059470198,0.1454902433650281,2.922354483776053,3.213557469849321,0,7891.741084968691,0,1,0,0
CUST_000216,31,Male,Married,0,Salaried,Data Scientist,Post-Graduate,tier1,2197191.03,99,742,0,60650.69,1142837.08,0.3,50460.56,0.23,1,1,153,4,0,260956.86837241656,8022.6578207701505,6873.047630632262,10268.72782343046,750,0.331243071333285,1.4252130448177105,1.9225742197879856,0.6931887540336733,0,10952.018064825095,1,1,0,1
CUST_000220,47,Male,Married,1,Salaried,Govt. Employee,Graduate,tier2,1857873.92,60,749,1,40655.93,1619064.18,0.59,39743.93,0.39,0,1,119,4,0,262401.78862874943,10941.09701043508,2059.652705052462,6515.653278382702,759,0.2625947883818399,1.6948411254147366,1.1474979160505447,0.6370879679073843,47,10956.122402180958,1,1,0,1
CUST_000233,39,Female,Married,3,Self-Employed,Trader,Graduate,tier2,3136280.82,23,704,1,71908.51,1157281.12,0.42,78966.15,0.35,1,1,118,4,0,460917.2101282097,22230.750918905644,4252.655130601005,10757.181009462867,715,0.2751344244699702,1.7635491451141083,2.7100399857555906,0.3750459884251527,117,10695.362193577595,1,0,0,0
CUST_000235,32,Female,Married,1,Salaried,Product Manager,Post-Graduate,tier1,2381591.2,56,715,2,59206.21,1918316.82,0.31,42725.17,0.28,1,1,149,4,0,320689.950077718,19776.7600613384,7136.526453238745,10228.594267312545,725,0.2983177550315686,1.6158356694064804,1.241499805282526,0.623016174336149,32,10645.377864837648,1,1,0,1
CUST_000236,48,Female,Married,2,Self-Employed,Business Owner,Graduate,tier2,2579055.56,276,751,0,34195.13,1155367.45,0.26,80985.87,0.37,1,1,127,4,0,469609.1033029612,30201.127740534022,8884.206551276993,11565.38983271651,757,0.1591046184148817,2.185018076701928,2.232236443707633,0.4905263601218353,96,11175.541201212229,1,1,0,0
CUST_000242,25,Male,Single,0,Salaried,Junior Software Engineer,Graduate,tier2,828625.89,55,752,1,10246.84,473624.82,0.27,10300.45,0.13,0,0,169,1,0,45775.78281000714,2601.716486640069,19455.13265419708,2106.1356227092665,760,0.1483906076271747,0.6629064400133642,1.7495369868137678,2.0152013193868843,0,10356.919197925356,1,1,1,1
CUST_000250,44,Male,Married,1,Self-Employed,Business Owner,Graduate,tier2,3551689.37,251,746,1,63931.33,2884928.01,0.74,108721.72,0.26,1,1,133,4,0,633467.9682022535,26846.968392235285,6712.164631747188,16452.14694876704,752,0.216002383105762,2.140274428091076,1.231118463466108,0.3734183028993345,44,11342.366524932257,1,0,0,0
CUST_000259,33,Female,Married,1,Salaried,Product Manager,Post-Graduate,tier1,1939503.93,91,740,2,54079.59,1733118.88,0.32,33798.5,0.22,1,1,148,4,0,223013.06787617155,11945.936520806488,4513.155395172347,11648.14410391584,745,0.3345964165398734,1.3798065657104754,1.119082385691635,0.759167487289959,33,10786.06776427462,1,0,0,1
CUST_000265,30,Female,Single,0,Salaried,Architect,Post-Graduate,tier2,1696856.11,85,787,3,23417.31,764327.65,0.36,31518.84,0.27,0,1,162,4,0,223272.6796415017,5529.885253097739,23012.61277612213,15997.275199124786,795,0.1656037486614089,1.578951327983894,2.220060846862145,0.9491133965592446,0,11403.709229615584,1,1,0,0
CUST_000273,29,Male,Married,1,Salaried,Software Engineer,Post-Graduate,tier1,2586657.71,70,715,0,57356.88,1563951.19,0.49,62762.98,0.25,1,1,142,4,0,362551.6985267244,19833.31175388693,3934.578141065232,22856.6229644092,723,0.2660883054914653,1.6819388905747432,1.6539237749972395,0.546856828503592,29,10675.729452350422,1,1,0,0
CUST_000276,28,Male,Single,2,Self-Employed,Sales Rep,Under-Graduate,tier2,515636.09,92,625,3,27093.29,340560.99,0.24,1052.63,0.03,0,0,209,0,144,4295.288125133719,1273.7412916615913,30518.56742344727,0.0,634,0.6305065146270589,0.0999585928876506,1.5140741043943278,3.9761348959124936,56,8339.102478265699,0,1,0,0
CUST_000277,42,Male,Married,2,Self-Employed,Business Owner,Graduate,tier2,3033778.83,279,704,3,72298.48,2520566.69,0.73,65225.98,0.33,1,1,127,4,0,463451.243257882,25864.51943314122,2126.172207667482,11505.012621809648,714,0.285972833532495,1.8331570074310573,1.2036093464325888,0.4172445078737866,84,10656.678386244585,1,0,0,0
CUST_000279,32,Female,Single,0,Salaried,HR Manager,Post-Graduate,tier1,1684601.06,26,730,2,21533.2,768649.47,0.71,37310.41,0.34,0,1,152,4,0,217549.569460792,9589.562870900696,15818.28293510514,16375.28550545352,738,0.1533873897427816,1.5496703044255775,2.1916347231271454,0.8969662747643979,0,10580.735466646194,1,1,0,0
CUST_000290,27,Female,Married,1,Salaried,Data Scientist,Post-Graduate,tier1,2489642.64,102,759,0,55619.17,955254.41,0.43,60739.52,0.22,1,1,159,4,0,326496.6451697711,20085.226403306708,2829.4803118095697,30649.29474549165,764,0.2680813753348536,1.5736960777970608,2.606258613076057,0.6360909253812377,27,11251.924708283928,1,0,0,0
CUST_000302,24,Female,Single,0,Salaried,Analyst,Graduate,tier2,876382.51,42,763,1,15673.43,523751.06,0.28,12536.91,0.17,0,0,168,2,0,47877.44413767363,3065.0252733833017,21436.791412729526,1249.750665698295,769,0.2146078710602602,0.655560165081458,1.6732774473478922,1.8953442571875656,0,10522.656925535266,0,1,1,1
CUST_000307,30,Female,Single,0,Salaried,Architect,Post-Graduate,tier2,1957176.05,42,787,0,17067.83,1113765.48,0.58,47255.33,0.2,0,1,164,4,0,275659.8543519954,9203.042874721044,19639.54700915864,16232.01553243507,794,0.1046470521828497,1.6901381817776502,1.7572588914688831,0.8336823742847012,0,11502.688887640315,1,1,0,1
CUST_000318,27,Female,Married,1,Salaried,Data Scientist,Post-Graduate,tier1,2194051.97,68,733,2,49791.53,799009.92,0.56,41944.22,0.22,1,1,145,4,0,282506.0557039586,17649.365116665977,6255.406833632919,12313.909630705106,739,0.2723249495774729,1.5451111338597403,2.745959930059529,0.6578792241455177,27,10790.331925293522,1,1,0,1
CUST_000328,33,Female,Single,0,Salaried,HR Manager,Post-Graduate,tier1,2234867.41,69,757,0,45717.44,1594357.96,0.47,54662.94,0.35,0,1,163,4,0,309671.1519073739,5041.330625785991,23779.50607930108,25265.93737245921,765,0.2454760098219348,1.662753617157575,1.401734155274544,0.7261007900684877,0,11184.06507411433,1,1,0,0
CUST_000330,30,Male,Married,1,Salaried,Sales Rep,Under-Graduate,tier2,679777.3,85,593,2,28999.2,278167.01,0.74,3542.75,0.06,0,0,211,1,118,8406.444447082757,5186.418377104163,28637.48616304569,0.0,604,0.5119092048080192,0.1483950002816947,2.44376519068458,3.0589583043686703,30,8111.431284727155,0,0,0,0
CUST_000332,54,Female,Married,2,Salaried,Govt. Employee,Graduate,tier2,1391888.01,172,808,0,33424.21,826951.22,0.78,44138.09,0.28,0,1,100,4,0,181475.07578445124,13943.425184494252,1742.9130933439706,4765.219641470469,815,0.2881604404902619,1.5645526932738616,1.6831540883946112,0.7133237411738759,108,11529.13049173926,1,1,0,1
CUST_000337,28,Male,Single,0,Salaried,Consultant,Graduate,tier1,999937.82,52,697,0,11795.49,361152.68,0.44,9178.36,0.2,0,0,175,3,0,68060.39802739122,4100.783068752847,21059.621222627356,2890.0275951370318,705,0.1415529831286934,0.8167657616346136,2.768732191791594,1.7327799448088794,0,9739.891810145356,1,1,1,1
CUST_000339,33,Female,Married,0,Salaried,Software Engineer,Post-Graduate,tier1,2217433.77,177,748,0,56662.33,1128187.1,0.33,40154.7,0.29,1,1,134,4,0,271794.51775081654,13871.96225142725,5025.307613408535,16388.753305603568,756,0.3066356657732378,1.4708518499687135,1.965482325154821,0.601589155218743,0,11046.56735200349,1,1,0,1
CUST_000343,26,Male,Single,0,Salaried,Teacher,Graduate,tier1,1144041.0,42,664,0,28421.37,1019103.74,0.46,18877.88,0.17,0,0,128,4,0,109988.5232222185,5702.442112242975,14766.732023616958,916.0517255771044,669,0.2981124475876555,1.1536723199594967,1.122594131001687,1.1091460355394651,0,9332.6022914047,1,1,0,1
CUST_000346,36,Female,Single,0,Salaried,HR Manager,Post-Graduate,tier2,1964329.3,23,769,0,32561.8,752469.48,0.44,54281.59,0.24,0,1,160,4,0,272796.2703536079,10438.407172715764,10201.89206880315,18360.44510217821,776,0.1989173673638079,1.6664900566125116,2.6105067935688324,0.8104017906232764,0,11244.753658413909,1,1,0,0
CUST_000349,33,Male,Married,2,Salaried,Gig Worker,Under-Graduate,tier2,732450.97,123,598,1,36560.23,307821.47,0.73,1407.83,0.04,0,0,194,1,95,9888.414420513936,3239.969294480011,25770.56845791785,0.0,609,0.5989692011324478,0.1620026921581677,2.37945907587578,2.6129671566056407,66,8224.02920608443,0,1,0,0
CUST_000363,27,Male,Single,0,Salaried,Analyst,Graduate,tier1,811871.52,73,729,3,16691.92,302926.19,0.5,11751.18,0.1,0,0,167,1,4,36042.1496864873,2817.2840518509947,16880.945056005658,1811.1656280310644,737,0.2467140113892199,0.532719023829733,2.680087977576394,2.0319477672130555,0,10028.431676855997,0,1,1,1
CUST_000365,43,Male,Married,0,Salaried,Sales Rep,Under-Graduate,tier1,543827.31,212,606,1,23652.53,218177.2,0.62,1643.34,0.08,0,0,215,0,128,6803.145868262017,3601.559476542061,30523.753017910374,0.0,614,0.5219011476018531,0.1501137356531733,2.4925831728376164,3.882076526706492,0,8108.722765815396,0,0,0,0
CUST_000366,32,Male,Married,1,Salaried,Product Manager,Post-Graduate,tier1,2380374.29,93,732,2,55463.18,1301429.5,0.18,42967.55,0.21,1,1,160,4,0,285122.7869077673,20219.61289557856,4497.457513987063,14347.93778603379,741,0.2796009046077979,1.4373605902818436,1.829044493732089,0.6693512420600876,32,10879.931620105175,1,1,0,1
CUST_000370,28,Male,Single,0,Salaried,Architect,Post-Graduate,tier1,1976060.39,85,786,1,22468.37,757990.91,0.4,37844.16,0.2,0,1,162,4,0,271697.2691144282,13397.235512932471,13494.24922361848,18297.761935935345,795,0.1364425925712165,1.6499229713811945,2.6069676522009315,0.8156851665522619,0,11524.80989857379,1,1,0,0
