client_id,num_loans,loan_amount_total_usd,loan_amount_avg_usd,loan_amount_max_usd,loan_amount_min_usd,loan_duration_avg,loan_duration_max,loan_duration_min,loan_payment_avg_usd,loan_payment_max_usd,loan_payment_min_usd,loan_status_all,first_loan_date,last_loan_date,loan_id,car_loan,personal_loan,home_loan,business_loan
1020,1,7109.952,7109.952,7109.952,7109.952,24.0,24,24,296.248,296.248,296.248,A,960728,960728,5136,0,1,0,0
1051,1,6783.0,6783.0,6783.0,6783.0,60.0,60,60,113.05,113.05,113.05,C,980224,980224,5140,0,1,0,0
1130,1,845.88,845.88,845.88,845.88,60.0,60,60,14.097999999999999,14.097999999999999,14.097999999999999,C,980521,980521,5147,0,1,0,0
1133,1,10802.64,10802.64,10802.64,10802.64,60.0,60,60,180.04399999999998,180.04399999999998,180.04399999999998,C,960529,960529,5148,0,1,0,0
1300,1,1937.088,1937.088,1937.088,1937.088,36.0,36,36,53.808,53.808,53.808,C,980416,980416,5172,0,1,0,0
1499,1,4884.672,4884.672,4884.672,4884.672,24.0,24,24,203.528,203.528,203.528,C,970907,970907,5206,0,1,0,0
1501,1,1364.3519999999999,1364.3519999999999,1364.3519999999999,1364.3519999999999,48.0,48,48,28.424,28.424,28.424,C,970228,970228,5207,0,1,0,0
1505,1,3788.448,3788.448,3788.448,3788.448,48.0,48,48,78.926,78.926,78.926,D,950316,950316,5208,0,1,0,0
1554,1,1995.456,1995.456,1995.456,1995.456,12.0,12,12,166.28799999999998,166.28799999999998,166.28799999999998,C,981205,981205,5221,0,1,0,0
1681,1,4767.936,4767.936,4767.936,4767.936,24.0,24,24,198.664,198.664,198.664,C,980902,980902,5241,0,1,0,0
1705,1,4767.936,4767.936,4767.936,4767.936,24.0,24,24,198.664,198.664,198.664,C,980117,980117,5245,0,1,0,0
1755,1,3803.04,3803.04,3803.04,3803.04,48.0,48,48,79.23,79.23,79.23,C,970603,970603,5253,0,1,0,0
1793,1,4685.4,4685.4,4685.4,4685.4,36.0,36,36,130.15,130.15,130.15,C,980119,980119,5260,0,1,0,0
1913,1,7381.728,7381.728,7381.728,7381.728,24.0,24,24,307.572,307.572,307.572,C,971127,971127,5281,0,1,0,0
2136,1,9429.624,9429.624,9429.624,9429.624,36.0,36,36,261.93399999999997,261.93399999999997,261.93399999999997,A,950428,950428,5310,0,1,0,0
2141,1,1142.28,1142.28,1142.28,1142.28,60.0,60,60,19.038,19.038,19.038,C,960615,960615,5311,0,1,0,0
2148,1,7705.9439999999995,7705.9439999999995,7705.9439999999995,7705.9439999999995,36.0,36,36,214.054,214.054,214.054,C,960313,960313,5312,0,1,0,0
2181,1,6306.48,6306.48,6306.48,6306.48,36.0,36,36,175.18,175.18,175.18,A,930711,930711,5316,0,1,0,0
2235,1,4020.5519999999997,4020.5519999999997,4020.5519999999997,4020.5519999999997,36.0,36,36,111.682,111.682,111.682,A,930803,930803,5325,0,1,0,0
2259,1,15052.56,15052.56,15052.56,15052.56,60.0,60,60,250.876,250.876,250.876,C,961016,961016,5329,0,1,0,0
2277,1,7943.5199999999995,7943.5199999999995,7943.5199999999995,7943.5199999999995,24.0,24,24,330.98,330.98,330.98,C,980910,980910,5334,0,1,0,0
2316,1,1708.176,1708.176,1708.176,1708.176,24.0,24,24,71.17399999999999,71.17399999999999,71.17399999999999,C,971008,971008,5343,0,1,0,0
2342,1,2114.016,2114.016,2114.016,2114.016,24.0,24,24,88.084,88.084,88.084,C,981206,981206,5346,0,1,0,0
2422,1,2599.2,2599.2,2599.2,2599.2,12.0,12,12,216.6,216.6,216.6,B,950415,950415,5352,0,1,0,0
2430,1,11051.16,11051.16,11051.16,11051.16,60.0,60,60,184.186,184.186,184.186,C,980714,980714,5354,0,1,0,0
2489,1,11167.44,11167.44,11167.44,11167.44,60.0,60,60,186.124,186.124,186.124,D,970422,970422,5363,0,1,0,0
2494,1,10307.88,10307.88,10307.88,10307.88,60.0,60,60,171.798,171.798,171.798,C,980719,980719,5365,0,1,0,0
2501,1,3274.9919999999997,3274.9919999999997,3274.9919999999997,3274.9919999999997,12.0,12,12,272.916,272.916,272.916,A,961029,961029,5366,0,1,0,0
2560,1,3511.2,3511.2,3511.2,3511.2,12.0,12,12,292.59999999999997,292.59999999999997,292.59999999999997,A,970804,970804,5377,0,1,0,0
2581,1,871.4159999999999,871.4159999999999,871.4159999999999,871.4159999999999,36.0,36,36,24.206,24.206,24.206,C,970317,970317,5382,0,1,0,0
2590,1,886.4639999999999,886.4639999999999,886.4639999999999,886.4639999999999,12.0,12,12,73.872,73.872,73.872,C,980307,980307,5384,0,1,0,0
2592,1,2715.48,2715.48,2715.48,2715.48,36.0,36,36,75.42999999999999,75.42999999999999,75.42999999999999,C,960909,960909,5385,0,1,0,0
2621,1,2986.7999999999997,2986.7999999999997,2986.7999999999997,2986.7999999999997,24.0,24,24,124.45,124.45,124.45,C,970822,970822,5389,0,1,0,0
2635,1,11365.344,11365.344,11365.344,11365.344,36.0,36,36,315.704,315.704,315.704,B,940730,940730,5395,0,1,0,0
2719,1,13222.176,13222.176,13222.176,13222.176,48.0,48,48,275.462,275.462,275.462,C,950116,950116,5418,0,1,0,0
2721,1,2755.152,2755.152,2755.152,2755.152,24.0,24,24,114.798,114.798,114.798,C,970224,970224,5420,0,1,0,0
2739,1,8748.36,8748.36,8748.36,8748.36,36.0,36,36,243.01,243.01,243.01,C,981202,981202,5428,0,1,0,0
2746,1,767.448,767.448,767.448,767.448,36.0,36,36,21.317999999999998,21.317999999999998,21.317999999999998,C,960718,960718,5429,0,1,0,0
2759,1,11958.144,11958.144,11958.144,11958.144,48.0,48,48,249.128,249.128,249.128,C,980601,980601,5435,0,1,0,0
2822,1,1835.856,1835.856,1835.856,1835.856,24.0,24,24,76.494,76.494,76.494,C,970804,970804,5446,0,1,0,0
2831,1,3774.768,3774.768,3774.768,3774.768,24.0,24,24,157.28199999999998,157.28199999999998,157.28199999999998,A,951104,951104,5449,0,1,0,0
2841,1,6070.272,6070.272,6070.272,6070.272,48.0,48,48,126.464,126.464,126.464,C,970511,970511,5451,0,1,0,0
2843,1,1878.72,1878.72,1878.72,1878.72,60.0,60,60,31.311999999999998,31.311999999999998,31.311999999999998,C,960429,960429,5452,0,1,0,0
2915,1,682.1759999999999,682.1759999999999,682.1759999999999,682.1759999999999,12.0,12,12,56.848,56.848,56.848,C,981006,981006,5463,0,1,0,0
3001,1,931.608,931.608,931.608,931.608,12.0,12,12,77.634,77.634,77.634,A,940110,940110,5479,0,1,0,0
3013,1,6274.5599999999995,6274.5599999999995,6274.5599999999995,6274.5599999999995,60.0,60,60,104.576,104.576,104.576,C,960112,960112,5482,0,1,0,0
3072,1,16293.792,16293.792,16293.792,16293.792,48.0,48,48,339.454,339.454,339.454,C,980213,980213,5491,0,1,0,0
3163,1,5181.072,5181.072,5181.072,5181.072,24.0,24,24,215.878,215.878,215.878,C,980521,980521,5501,0,1,0,0
3257,1,8784.384,8784.384,8784.384,8784.384,48.0,48,48,183.00799999999998,183.00799999999998,183.00799999999998,C,980830,980830,5520,0,1,0,0
3284,1,3567.7439999999997,3567.7439999999997,3567.7439999999997,3567.7439999999997,36.0,36,36,99.104,99.104,99.104,C,980427,980427,5525,0,1,0,0
3324,1,2524.4159999999997,2524.4159999999997,2524.4159999999997,2524.4159999999997,24.0,24,24,105.184,105.184,105.184,C,970930,970930,5531,0,1,0,0
3414,1,1917.48,1917.48,1917.48,1917.48,60.0,60,60,31.958,31.958,31.958,C,940716,940716,5549,0,1,0,0
3471,1,10196.16,10196.16,10196.16,10196.16,60.0,60,60,169.936,169.936,169.936,C,970519,970519,5556,0,1,0,0
3517,1,16623.48,16623.48,16623.48,16623.48,60.0,60,60,277.058,277.058,277.058,C,980829,980829,5561,0,1,0,0
3601,1,1567.728,1567.728,1567.728,1567.728,12.0,12,12,130.644,130.644,130.644,C,980417,980417,5582,0,1,0,0
3606,1,942.096,942.096,942.096,942.096,24.0,24,24,39.254,39.254,39.254,C,971206,971206,5584,0,1,0,0
3616,1,1852.272,1852.272,1852.272,1852.272,36.0,36,36,51.452,51.452,51.452,C,960914,960914,5586,0,1,0,0
3670,1,10559.592,10559.592,10559.592,10559.592,36.0,36,36,293.322,293.322,293.322,D,960418,960418,5593,0,1,0,0
3730,1,9633.456,9633.456,9633.456,9633.456,36.0,36,36,267.596,267.596,267.596,D,960828,960828,5606,0,1,0,0
3763,1,4682.208,4682.208,4682.208,4682.208,48.0,48,48,97.54599999999999,97.54599999999999,97.54599999999999,C,960224,960224,5610,0,1,0,0
3800,1,4974.048,4974.048,4974.048,4974.048,24.0,24,24,207.25199999999998,207.25199999999998,207.25199999999998,C,980515,980515,5616,0,1,0,0
3822,1,1140.456,1140.456,1140.456,1140.456,12.0,12,12,95.038,95.038,95.038,C,980616,980616,5620,0,1,0,0
3829,1,6754.272,6754.272,6754.272,6754.272,48.0,48,48,140.714,140.714,140.714,D,950103,950103,5624,0,1,0,0
3907,1,2932.9919999999997,2932.9919999999997,2932.9919999999997,2932.9919999999997,36.0,36,36,81.472,81.472,81.472,C,961004,961004,5635,0,1,0,0
4024,1,731.424,731.424,731.424,731.424,12.0,12,12,60.952,60.952,60.952,A,971208,971208,5651,0,1,0,0
4055,1,5550.432,5550.432,5550.432,5550.432,24.0,24,24,231.268,231.268,231.268,C,970209,970209,5656,0,1,0,0
4056,1,189.24,189.24,189.24,189.24,12.0,12,12,15.77,15.77,15.77,A,940705,940705,5657,0,1,0,0
4114,1,2729.16,2729.16,2729.16,2729.16,36.0,36,36,75.81,75.81,75.81,C,980627,980627,5669,0,1,0,0
4182,1,5346.144,5346.144,5346.144,5346.144,48.0,48,48,111.378,111.378,111.378,C,980529,980529,5683,0,1,0,0
4291,1,6643.92,6643.92,6643.92,6643.92,60.0,60,60,110.732,110.732,110.732,C,980922,980922,5698,0,1,0,0
4299,1,6648.48,6648.48,6648.48,6648.48,24.0,24,24,277.02,277.02,277.02,C,980524,980524,5699,0,1,0,0
4386,1,533.064,533.064,533.064,533.064,12.0,12,12,44.422,44.422,44.422,A,970901,970901,5718,0,1,0,0
4417,1,10320.192,10320.192,10320.192,10320.192,48.0,48,48,215.004,215.004,215.004,C,970920,970920,5719,0,1,0,0
4527,1,705.432,705.432,705.432,705.432,12.0,12,12,58.786,58.786,58.786,A,950402,950402,5740,0,1,0,0
4620,1,875.976,875.976,875.976,875.976,12.0,12,12,72.998,72.998,72.998,A,940928,940928,5754,0,1,0,0
4656,1,2846.808,2846.808,2846.808,2846.808,36.0,36,36,79.078,79.078,79.078,C,980918,980918,5760,0,1,0,0
4672,1,5849.568,5849.568,5849.568,5849.568,24.0,24,24,243.732,243.732,243.732,C,980210,980210,5765,0,1,0,0
4712,1,5086.224,5086.224,5086.224,5086.224,24.0,24,24,211.926,211.926,211.926,C,980316,980316,5773,0,1,0,0
4786,1,3214.7999999999997,3214.7999999999997,3214.7999999999997,3214.7999999999997,36.0,36,36,89.3,89.3,89.3,D,970329,970329,5784,0,1,0,0
4861,1,3202.944,3202.944,3202.944,3202.944,48.0,48,48,66.728,66.728,66.728,C,970320,970320,5790,0,1,0,0
4882,1,4032.864,4032.864,4032.864,4032.864,36.0,36,36,112.024,112.024,112.024,C,971228,971228,5799,0,1,0,0
4916,1,6041.088,6041.088,6041.088,6041.088,48.0,48,48,125.856,125.856,125.856,C,950405,950405,5804,0,1,0,0
4918,1,5240.352,5240.352,5240.352,5240.352,24.0,24,24,218.34799999999998,218.34799999999998,218.34799999999998,B,951128,951128,5805,0,1,0,0
4937,1,1590.528,1590.528,1590.528,1590.528,48.0,48,48,33.135999999999996,33.135999999999996,33.135999999999996,C,970731,970731,5808,0,1,0,0
4968,1,3830.4,3830.4,3830.4,3830.4,24.0,24,24,159.6,159.6,159.6,D,970815,970815,5817,0,1,0,0
5134,1,9293.28,9293.28,9293.28,9293.28,60.0,60,60,154.888,154.888,154.888,C,940629,940629,5837,0,1,0,0
5143,1,1595.5439999999999,1595.5439999999999,1595.5439999999999,1595.5439999999999,12.0,12,12,132.962,132.962,132.962,C,981104,981104,5841,0,1,0,0
5224,1,1953.504,1953.504,1953.504,1953.504,24.0,24,24,81.396,81.396,81.396,A,941208,941208,5861,0,1,0,0
5232,1,3804.864,3804.864,3804.864,3804.864,24.0,24,24,158.536,158.536,158.536,C,971209,971209,5862,0,1,0,0
5245,1,12451.08,12451.08,12451.08,12451.08,60.0,60,60,207.518,207.518,207.518,C,981030,981030,5865,0,1,0,0
5318,1,8408.64,8408.64,8408.64,8408.64,48.0,48,48,175.18,175.18,175.18,C,950208,950208,5876,0,1,0,0
5320,1,3694.5119999999997,3694.5119999999997,3694.5119999999997,3694.5119999999997,24.0,24,24,153.938,153.938,153.938,A,950223,950223,5877,0,1,0,0
5333,1,2805.768,2805.768,2805.768,2805.768,36.0,36,36,77.938,77.938,77.938,A,951031,951031,5880,0,1,0,0
5337,1,3337.008,3337.008,3337.008,3337.008,12.0,12,12,278.084,278.084,278.084,A,940926,940926,5882,0,1,0,0
5366,1,7324.272,7324.272,7324.272,7324.272,36.0,36,36,203.452,203.452,203.452,A,941003,941003,5887,0,1,0,0
5376,1,12207.119999999999,12207.119999999999,12207.119999999999,12207.119999999999,60.0,60,60,203.452,203.452,203.452,C,980209,980209,5889,0,1,0,0
5384,1,2526.24,2526.24,2526.24,2526.24,24.0,24,24,105.25999999999999,105.25999999999999,105.25999999999999,B,960514,960514,5892,0,1,0,0
5395,1,3570.48,3570.48,3570.48,3570.48,60.0,60,60,59.507999999999996,59.507999999999996,59.507999999999996,C,970103,970103,5895,0,1,0,0
5468,1,3083.4719999999998,3083.4719999999998,3083.4719999999998,3083.4719999999998,36.0,36,36,85.652,85.652,85.652,C,980505,980505,5906,0,1,0,0
5517,1,11407.752,11407.752,11407.752,11407.752,36.0,36,36,316.882,316.882,316.882,A,940604,940604,5918,0,1,0,0
5521,1,768.36,768.36,768.36,768.36,12.0,12,12,64.03,64.03,64.03,A,950805,950805,5922,0,1,0,0
5526,1,2456.928,2456.928,2456.928,2456.928,48.0,48,48,51.186,51.186,51.186,C,961010,961010,5923,0,1,0,0
5565,1,2534.448,2534.448,2534.448,2534.448,24.0,24,24,105.602,105.602,105.602,D,970317,970317,5931,0,1,0,0
5574,1,1267.224,1267.224,1267.224,1267.224,12.0,12,12,105.602,105.602,105.602,A,970618,970618,5932,0,1,0,0
5727,1,7781.639999999999,7781.639999999999,7781.639999999999,7781.639999999999,60.0,60,60,129.694,129.694,129.694,C,970907,970907,5963,0,1,0,0
5760,1,17672.736,17672.736,17672.736,17672.736,48.0,48,48,368.182,368.182,368.182,C,950709,950709,5970,0,1,0,0
5801,1,2247.168,2247.168,2247.168,2247.168,48.0,48,48,46.815999999999995,46.815999999999995,46.815999999999995,C,970225,970225,5977,0,1,0,0
5826,1,813.048,813.048,813.048,813.048,12.0,12,12,67.754,67.754,67.754,A,950818,950818,5980,0,1,0,0
5873,1,2891.04,2891.04,2891.04,2891.04,12.0,12,12,240.92,240.92,240.92,A,970318,970318,5992,0,1,0,0
5911,1,4446.912,4446.912,4446.912,4446.912,24.0,24,24,185.28799999999998,185.28799999999998,185.28799999999998,A,931104,931104,5997,0,1,0,0
6034,1,4901.544,4901.544,4901.544,4901.544,36.0,36,36,136.154,136.154,136.154,D,960203,960203,6013,0,1,0,0
6039,1,6276.384,6276.384,6276.384,6276.384,36.0,36,36,174.344,174.344,174.344,C,970518,970518,6014,0,1,0,0
6077,1,433.2,433.2,433.2,433.2,12.0,12,12,36.1,36.1,36.1,A,960725,960725,6019,0,1,0,0
6115,1,2342.928,2342.928,2342.928,2342.928,24.0,24,24,97.622,97.622,97.622,B,960210,960210,6027,0,1,0,0
6175,1,2022.816,2022.816,2022.816,2022.816,48.0,48,48,42.141999999999996,42.141999999999996,42.141999999999996,C,970504,970504,6037,0,1,0,0
6178,1,12291.936,12291.936,12291.936,12291.936,48.0,48,48,256.082,256.082,256.082,A,940810,940810,6038,0,1,0,0
6196,1,2168.2799999999997,2168.2799999999997,2168.2799999999997,2168.2799999999997,12.0,12,12,180.69,180.69,180.69,C,980127,980127,6044,0,1,0,0
6275,1,3033.312,3033.312,3033.312,3033.312,12.0,12,12,252.77599999999998,252.77599999999998,252.77599999999998,A,971228,971228,6059,0,1,0,0
6299,1,12197.088,12197.088,12197.088,12197.088,48.0,48,48,254.106,254.106,254.106,D,960425,960425,6063,0,1,0,0
6301,1,555.864,555.864,555.864,555.864,12.0,12,12,46.321999999999996,46.321999999999996,46.321999999999996,A,940804,940804,6064,0,1,0,0
6366,1,4461.96,4461.96,4461.96,4461.96,60.0,60,60,74.366,74.366,74.366,C,970202,970202,6076,0,1,0,0
6469,1,2596.92,2596.92,2596.92,2596.92,60.0,60,60,43.282,43.282,43.282,C,970124,970124,6095,0,1,0,0
6567,1,6640.272,6640.272,6640.272,6640.272,24.0,24,24,276.678,276.678,276.678,B,940617,940617,6112,0,1,0,0
6571,1,2990.448,2990.448,2990.448,2990.448,36.0,36,36,83.068,83.068,83.068,C,971001,971001,6113,0,1,0,0
6691,1,1240.32,1240.32,1240.32,1240.32,48.0,48,48,25.84,25.84,25.84,C,960718,960718,6130,0,1,0,0
6729,1,5353.44,5353.44,5353.44,5353.44,60.0,60,60,89.224,89.224,89.224,C,980419,980419,6136,0,1,0,0
6764,1,6745.152,6745.152,6745.152,6745.152,48.0,48,48,140.524,140.524,140.524,C,971228,971228,6147,0,1,0,0
6892,1,3770.208,3770.208,3770.208,3770.208,36.0,36,36,104.728,104.728,104.728,C,981121,981121,6168,0,1,0,0
6895,1,3939.8399999999997,3939.8399999999997,3939.8399999999997,3939.8399999999997,60.0,60,60,65.664,65.664,65.664,D,950316,950316,6169,0,1,0,0
7150,1,7015.5599999999995,7015.5599999999995,7015.5599999999995,7015.5599999999995,60.0,60,60,116.926,116.926,116.926,C,980623,980623,6207,0,1,0,0
7186,1,2991.36,2991.36,2991.36,2991.36,48.0,48,48,62.32,62.32,62.32,C,980618,980618,6215,0,1,0,0
7195,1,5367.12,5367.12,5367.12,5367.12,24.0,24,24,223.63,223.63,223.63,A,940930,940930,6216,0,1,0,0
7286,1,1073.424,1073.424,1073.424,1073.424,24.0,24,24,44.726,44.726,44.726,A,950304,950304,6227,0,1,0,0
7339,1,15502.176,15502.176,15502.176,15502.176,48.0,48,48,322.962,322.962,322.962,D,980106,980106,6237,0,1,0,0
7390,1,10284.624,10284.624,10284.624,10284.624,36.0,36,36,285.68399999999997,285.68399999999997,285.68399999999997,B,950108,950108,6244,0,1,0,0
7411,1,2569.104,2569.104,2569.104,2569.104,24.0,24,24,107.04599999999999,107.04599999999999,107.04599999999999,C,970730,970730,6249,0,1,0,0
7422,1,2270.88,2270.88,2270.88,2270.88,24.0,24,24,94.62,94.62,94.62,A,941104,941104,6253,0,1,0,0
7434,1,9420.96,9420.96,9420.96,9420.96,48.0,48,48,196.26999999999998,196.26999999999998,196.26999999999998,C,971228,971228,6254,0,1,0,0
7576,1,3319.68,3319.68,3319.68,3319.68,24.0,24,24,138.32,138.32,138.32,A,940607,940607,6279,0,1,0,0
7672,1,3036.96,3036.96,3036.96,3036.96,60.0,60,60,50.616,50.616,50.616,C,950212,950212,6294,0,1,0,0
7683,1,665.304,665.304,665.304,665.304,12.0,12,12,55.442,55.442,55.442,A,941025,941025,6297,0,1,0,0
7727,1,2751.504,2751.504,2751.504,2751.504,24.0,24,24,114.646,114.646,114.646,B,960212,960212,6303,0,1,0,0
7753,1,1393.992,1393.992,1393.992,1393.992,12.0,12,12,116.166,116.166,116.166,A,941220,941220,6306,0,1,0,0
7772,1,1313.7359999999999,1313.7359999999999,1313.7359999999999,1313.7359999999999,12.0,12,12,109.478,109.478,109.478,A,970617,970617,6310,0,1,0,0
7796,1,5734.656,5734.656,5734.656,5734.656,36.0,36,36,159.296,159.296,159.296,C,970615,970615,6313,0,1,0,0
7814,1,1640.232,1640.232,1640.232,1640.232,12.0,12,12,136.686,136.686,136.686,A,950206,950206,6315,0,1,0,0
7843,1,3988.632,3988.632,3988.632,3988.632,12.0,12,12,332.38599999999997,332.38599999999997,332.38599999999997,C,980428,980428,6320,0,1,0,0
8030,1,3809.88,3809.88,3809.88,3809.88,60.0,60,60,63.498,63.498,63.498,C,970522,970522,6346,0,1,0,0
8074,1,4426.848,4426.848,4426.848,4426.848,24.0,24,24,184.452,184.452,184.452,C,971225,971225,6353,0,1,0,0
8076,1,872.784,872.784,872.784,872.784,36.0,36,36,24.244,24.244,24.244,C,961023,961023,6354,0,1,0,0
8130,1,1440.504,1440.504,1440.504,1440.504,12.0,12,12,120.042,120.042,120.042,A,951031,951031,6362,0,1,0,0
8333,1,1874.1599999999999,1874.1599999999999,1874.1599999999999,1874.1599999999999,36.0,36,36,52.059999999999995,52.059999999999995,52.059999999999995,C,971221,971221,6399,0,1,0,0
8356,1,5300.544,5300.544,5300.544,5300.544,24.0,24,24,220.856,220.856,220.856,C,981206,981206,6402,0,1,0,0
8366,1,985.872,985.872,985.872,985.872,24.0,24,24,41.077999999999996,41.077999999999996,41.077999999999996,A,940526,940526,6407,0,1,0,0
8392,1,18075.84,18075.84,18075.84,18075.84,48.0,48,48,376.58,376.58,376.58,C,970212,970212,6415,0,1,0,0
8432,1,3677.1839999999997,3677.1839999999997,3677.1839999999997,3677.1839999999997,36.0,36,36,102.14399999999999,102.14399999999999,102.14399999999999,C,960725,960725,6421,0,1,0,0
8502,1,10971.36,10971.36,10971.36,10971.36,48.0,48,48,228.57,228.57,228.57,C,970616,970616,6435,0,1,0,0
8506,1,18816.84,18816.84,18816.84,18816.84,60.0,60,60,313.614,313.614,313.614,C,980522,980522,6436,0,1,0,0
8510,1,2430.936,2430.936,2430.936,2430.936,36.0,36,36,67.526,67.526,67.526,D,971109,971109,6437,0,1,0,0
8610,1,1849.536,1849.536,1849.536,1849.536,36.0,36,36,51.376,51.376,51.376,A,941106,941106,6460,0,1,0,0
8677,1,2407.68,2407.68,2407.68,2407.68,60.0,60,60,40.128,40.128,40.128,C,950606,950606,6474,0,1,0,0
8737,1,5782.08,5782.08,5782.08,5782.08,60.0,60,60,96.368,96.368,96.368,C,980115,980115,6486,0,1,0,0
8764,1,2783.88,2783.88,2783.88,2783.88,60.0,60,60,46.397999999999996,46.397999999999996,46.397999999999996,C,970210,970210,6490,0,1,0,0
9217,1,4207.968,4207.968,4207.968,4207.968,48.0,48,48,87.666,87.666,87.666,C,980419,980419,6508,0,1,0,0
9236,1,2405.8559999999998,2405.8559999999998,2405.8559999999998,2405.8559999999998,48.0,48,48,50.122,50.122,50.122,A,940526,940526,6512,0,1,0,0
9346,1,1594.176,1594.176,1594.176,1594.176,12.0,12,12,132.84799999999998,132.84799999999998,132.84799999999998,A,951102,951102,6535,0,1,0,0
9362,1,486.096,486.096,486.096,486.096,12.0,12,12,40.507999999999996,40.507999999999996,40.507999999999996,C,980711,980711,6539,0,1,0,0
9418,1,1205.664,1205.664,1205.664,1205.664,24.0,24,24,50.236,50.236,50.236,A,950327,950327,6546,0,1,0,0
9427,1,12182.496,12182.496,12182.496,12182.496,48.0,48,48,253.802,253.802,253.802,C,960518,960518,6550,0,1,0,0
9505,1,3590.544,3590.544,3590.544,3590.544,24.0,24,24,149.606,149.606,149.606,C,970321,970321,6562,0,1,0,0
9569,1,5322.432,5322.432,5322.432,5322.432,24.0,24,24,221.768,221.768,221.768,C,980512,980512,6571,0,1,0,0
9582,1,2946.672,2946.672,2946.672,2946.672,36.0,36,36,81.852,81.852,81.852,C,971220,971220,6574,0,1,0,0
9606,1,1063.392,1063.392,1063.392,1063.392,12.0,12,12,88.616,88.616,88.616,A,951211,951211,6578,0,1,0,0
9611,1,7451.04,7451.04,7451.04,7451.04,48.0,48,48,155.23,155.23,155.23,A,940522,940522,6580,0,1,0,0
9641,1,14140.56,14140.56,14140.56,14140.56,60.0,60,60,235.676,235.676,235.676,C,961029,961029,6585,0,1,0,0
9663,1,7208.447999999999,7208.447999999999,7208.447999999999,7208.447999999999,24.0,24,24,300.352,300.352,300.352,A,960101,960101,6589,0,1,0,0
9670,1,791.616,791.616,791.616,791.616,48.0,48,48,16.492,16.492,16.492,C,950202,950202,6591,0,1,0,0
9755,1,3015.072,3015.072,3015.072,3015.072,48.0,48,48,62.814,62.814,62.814,C,971014,971014,6605,0,1,0,0
9760,1,5819.472,5819.472,5819.472,5819.472,36.0,36,36,161.652,161.652,161.652,C,971021,971021,6607,0,1,0,0
9798,1,3196.56,3196.56,3196.56,3196.56,24.0,24,24,133.19,133.19,133.19,A,960922,960922,6613,0,1,0,0
9833,1,1630.2,1630.2,1630.2,1630.2,12.0,12,12,135.85,135.85,135.85,A,970614,970614,6621,0,1,0,0
9844,1,2715.48,2715.48,2715.48,2715.48,12.0,12,12,226.29,226.29,226.29,A,940930,940930,6624,0,1,0,0
9914,1,4874.184,4874.184,4874.184,4874.184,36.0,36,36,135.394,135.394,135.394,C,970909,970909,6641,0,1,0,0
9929,1,1362.528,1362.528,1362.528,1362.528,24.0,24,24,56.772,56.772,56.772,C,980118,980118,6643,0,1,0,0
