"account_id","num_loans","loan_amount_total_usd","loan_amount_avg_usd","loan_duration_avg","loan_payment_avg_usd","first_loan_date","last_loan_date","loan_status","time","diff"
"10351","1","3370.752","3370.752","48.0","70.224","970304","970304","C","1763192081694","1"
"8411","1","8383.56","8383.56","60.0","139.726","960506","960506","C","1763192081694","1"
"290","1","4700.448","4700.448","48.0","97.926","941103","941103","A","1763192081694","1"
"938","1","845.88","845.88","60.0","14.097999999999999","980521","980521","C","1763192081694","1"
"4576","1","11407.752","11407.752","36.0","316.882","940604","940604","A","1763192081694","1"
"1329","1","893.76","893.76","12.0","74.48","970906","970906","A","1763192081694","1"
"6686","1","4426.848","4426.848","24.0","184.452","971225","971225","C","1763192081694","1"
"9494","1","4439.616","4439.616","12.0","369.968","970209","970209","A","1763192081694","1"
"7045","1","10971.36","10971.36","48.0","228.57","970616","970616","C","1763192081694","1"
"2062","1","3274.9919999999997","3274.9919999999997","12.0","272.916","961029","961029","A","1763192081694","1"
"5837","1","6756.552","6756.552","36.0","187.682","970914","970914","C","1763192081694","1"
"8931","1","7079.4","7079.4","60.0","117.99","970130","970130","C","1763192081694","1"
"7240","1","5782.08","5782.08","60.0","96.368","980115","980115","C","1763192081694","1"
"7565","1","5833.152","5833.152","48.0","121.524","970817","970817","C","1763192081694","1"
"2116","1","3511.2","3511.2","12.0","292.59999999999997","970804","970804","A","1763192081694","1"
"5213","1","12197.088","12197.088","48.0","254.106","960425","960425","D","1763192081694","1"
"2824","1","1917.48","1917.48","60.0","31.958","940716","940716","C","1763192081694","1"
"873","1","6783.0","6783.0","60.0","113.05","980224","980224","C","1763192081694","1"
"8564","1","2913.84","2913.84","24.0","121.41","950311","950311","A","1763192081694","1"
"5622","1","3154.6079999999997","3154.6079999999997","12.0","262.884","941102","941102","A","1763192081694","1"
"2","1","3076.176","3076.176","24.0","128.174","940105","940105","A","1763192081694","1"
"2754","1","12740.64","12740.64","48.0","265.43","970504","970504","C","1763192081694","1"
"3637","1","533.064","533.064","12.0","44.422","970901","970901","A","1763192081694","1"
"8688","1","2583.24","2583.24","12.0","215.26999999999998","970320","970320","A","1763192081694","1"
"1843","1","4020.5519999999997","4020.5519999999997","36.0","111.682","930803","930803","A","1763192081694","1"
"4650","1","15276.0","15276.0","60.0","254.6","960825","960825","C","1763192081694","1"
"10711","1","918.84","918.84","60.0","15.314","971224","971224","C","1763192081694","1"
"5263","1","10499.4","10499.4","60.0","174.99","961112","961112","C","1763192081694","1"
"6030","1","1073.424","1073.424","24.0","44.726","950304","950304","A","1763192081694","1"
"10520","1","15868.8","15868.8","60.0","264.48","961205","961205","C","1763192081694","1"
"2352","1","1878.72","1878.72","60.0","31.311999999999998","960429","960429","C","1763192081694","1"
"440","1","3202.944","3202.944","48.0","66.728","980313","980313","C","1763192081694","1"
"2268","1","767.448","767.448","36.0","21.317999999999998","960718","960718","C","1763192081694","1"
"2982","1","1567.728","1567.728","12.0","130.644","980417","980417","C","1763192081694","1"
"6226","1","15148.32","15148.32","60.0","252.47199999999998","941220","941220","C","1763192081694","1"
"10728","1","5876.928","5876.928","48.0","122.43599999999999","960321","960321","C","1763192081694","1"
"11111","1","4109.472","4109.472","36.0","114.152","940131","940131","A","1763192081694","1"
"2753","1","2524.4159999999997","2524.4159999999997","24.0","105.184","970930","970930","C","1763192081694","1"
"2350","1","6070.272","6070.272","48.0","126.464","970511","970511","C","1763192081694","1"
"4660","1","4063.872","4063.872","24.0","169.328","970528","970528","C","1763192081694","1"
"7907","1","3700.8959999999997","3700.8959999999997","12.0","308.408","970831","970831","A","1763192081694","1"
"67","1","6306.48","6306.48","24.0","262.77","960502","960502","A","1763192081694","1"
"132","1","3360.72","3360.72","12.0","280.06","961106","961106","A","1763192081694","1"
"2988","1","3367.104","3367.104","12.0","280.592","980708","980708","C","1763192081694","1"
"2218","1","6917.5199999999995","6917.5199999999995","60.0","115.292","951118","951118","C","1763192081694","1"
"3629","1","6032.88","6032.88","60.0","100.548","950530","950530","C","1763192081694","1"
"6609","1","2285.928","2285.928","36.0","63.498","951112","951112","B","1763192081694","1"
"6792","1","652.992","652.992","12.0","54.416","970317","970317","A","1763192081694","1"
"3390","1","1544.0159999999998","1544.0159999999998","12.0","128.668","980311","980311","C","1763192081694","1"
"8039","1","3556.7999999999997","3556.7999999999997","24.0","148.2","961020","961020","A","1763192081694","1"
"1252","1","5629.32","5629.32","36.0","156.37","970401","970401","C","1763192081694","1"
"10411","1","4689.504","4689.504","24.0","195.396","961211","961211","A","1763192081694","1"
"7674","1","3590.544","3590.544","24.0","149.606","970321","970321","C","1763192081694","1"
"5033","1","433.2","433.2","12.0","36.1","960725","960725","A","1763192081694","1"
"5395","1","6010.992","6010.992","36.0","166.972","970905","970905","C","1763192081694","1"
"790","1","7908.864","7908.864","48.0","164.768","940724","940724","B","1763192081694","1"
"9031","1","1904.2559999999999","1904.2559999999999","24.0","79.344","970503","970503","C","1763192081694","1"
"6353","1","3036.96","3036.96","60.0","50.616","950212","950212","C","1763192081694","1"
"7824","1","7208.447999999999","7208.447999999999","24.0","300.352","940928","940928","B","1763192081694","1"
"4580","1","768.36","768.36","12.0","64.03","950805","950805","A","1763192081694","1"
"3953","1","2415.888","2415.888","12.0","201.32399999999998","980104","980104","C","1763192081694","1"
"5602","1","6745.152","6745.152","48.0","140.524","971228","971228","C","1763192081694","1"
"3942","1","4079.3759999999997","4079.3759999999997","36.0","113.316","971014","971014","C","1763192081694","1"
"9560","1","5968.584","5968.584","36.0","165.79399999999998","980315","980315","C","1763192081694","1"
"8377","1","15848.279999999999","15848.279999999999","60.0","264.138","950601","950601","C","1763192081694","1"
"9188","1","4829.04","4829.04","60.0","80.484","930728","930728","A","1763192081694","1"
"10942","1","11951.76","11951.76","60.0","199.196","951002","951002","C","1763192081694","1"
"25","1","1150.488","1150.488","12.0","95.874","971208","971208","A","1763192081694","1"
"11265","1","2005.944","2005.944","12.0","167.162","930915","930915","A","1763192081694","1"
"2445","1","11140.08","11140.08","60.0","185.668","971226","971226","C","1763192081694","1"
"9006","1","7082.592","7082.592","48.0","147.554","960608","960608","C","1763192081694","1"
"9153","1","1984.9679999999998","1984.9679999999998","36.0","55.138","980301","980301","C","1763192081694","1"
"4456","1","12207.119999999999","12207.119999999999","60.0","203.452","980209","980209","C","1763192081694","1"
"7606","1","7291.44","7291.44","60.0","121.524","951212","951212","C","1763192081694","1"
"6157","1","9420.96","9420.96","48.0","196.26999999999998","971228","971228","C","1763192081694","1"
"1247","1","3788.448","3788.448","48.0","78.926","950316","950316","D","1763192081694","1"
"4681","1","6179.7119999999995","6179.7119999999995","48.0","128.744","970315","970315","C","1763192081694","1"
"9677","1","1201.56","1201.56","60.0","20.026","970617","970617","C","1763192081694","1"
