"account_id","total_transactions","total_incoming","total_outgoing","num_incoming","num_outgoing","balance_min","balance_max","balance_mean","unique_k_symbols","unique_operations","unique_banks","first_transaction_date","last_transaction_date","avg_incoming","avg_outgoing","net_cashflow","incoming_outgoing_ratio","avg_transaction_amount","balance_volatility","transaction_frequency","time","diff"
"1645","71","8503.393","6894.948","35","36","11.4","2011.5338","1187.9484","4","4","2","961016","971231","236.2053611111111","186.34994594594596","1608.4449999999997","1.2330999305679218","213.86584722222221","0.2","0.71","1763183205636","1"
"3547","149","5139.633","4436.0972","67","82","11.4","919.8584","648.3082322147651","5","5","3","930807","960430","75.58283823529412","53.446954216867475","703.5357999999997","1.1583322988732363","63.83820133333333","0.2","1.49","1763183205636","1"
"3739","45","8644.619999999999","7190.6488","24","21","22.8","2347.6932","1535.3818933333332","3","3","1","970325","980228","345.78479999999996","326.8476727272727","1453.971199999999","1.202035894745027","344.24497391304345","0.2","0.45","1763183205636","1"
"1251","103","12289.6978","10262.28","47","54","15.2","3120.5258000000003","829.3386737864079","4","4","2","950718","970806","256.03537083333333","186.5869090909091","2027.4177999999993","1.1974434878518367","216.8459403846154","0.2","1.03","1763183205636","1"
"3579","152","26875.8724","24849.5604","56","96","38.0","3341.663","2224.049325","4","4","2","940902","961204","471.5065333333333","256.18103505154636","2026.3120000000017","1.0814996510098824","338.0747241830065","0.2","1.52","1763183205636","1"
"3980","235","13672.696399999999","12464.0988","80","155","30.4","1938.9272","1157.4486782978722","5","4","3","930403","960229","168.79872098765432","79.89806923076922","1208.5975999999991","1.0968783015181556","110.74913220338983","0.2","2.35","1763183205636","1"
"10807","95","25138.9912","20900.9424","37","53","22.8","3511.4888","1686.8530799999999","4","5","3","960313","970905","661.5524","387.0544888888889","4238.0488000000005","1.202710768162867","479.5826416666667","0.2","0.95","1763183205636","1"
"513","69","7712.2634","6247.6332","35","34","15.2","2341.9248","1376.6442289855072","4","4","2","961121","980115","214.2295388888889","178.50380571428573","1464.6301999999996","1.2342320557398057","199.42709428571428","0.2","0.69","1763183205636","1"
"1938","157","27740.360999999997","26203.067199999998","57","100","22.8","3169.1468","1844.01416433121","4","4","2","940625","961031","478.2820862068965","259.43630891089106","1537.2937999999995","1.0586280667147732","341.41410253164554","0.2","1.57","1763183205636","1"
"303","88","10766.7034","8634.2308","35","53","34.199999999999996","2418.4986","1582.1756431818183","4","4","2","960725","971109","299.07509444444446","159.89316296296295","2132.472600000001","1.2468344679333876","217.98802471910113","0.2","0.88","1763183205636","1"
"2061","207","7173.149799999999","6419.887199999999","88","119","7.6","1273.6232","851.4550956521739","5","4","3","930512","960331","80.59718876404493","53.49905999999999","753.2626","1.1171586692879452","65.35113942307692","0.2","2.07","1763183205636","1"
"3147","190","12577.0804","11336.2892","50","140","11.4","1980.1914000000002","1398.83046","6","4","5","950405","970311","246.60941960784317","80.39921418439715","1240.7912000000015","1.1093551710756395","125.20088795811517","0.2","1.9","1763183205636","1"
"9627","180","51631.873","49245.3552","77","98","7.6","5451.225399999999","2564.1548377777776","4","4","2","940722","960712","661.9470897435897","497.4278303030303","2386.5178000000014","1.0484404945363348","557.3327524861878","0.2","1.8","1763183205636","1"
"10065","131","42067.4934","34823.922","60","62","41.8","5482.2068","2773.186364885496","3","3","1","960330","970903","689.6310393442623","552.7606666666667","7243.571400000001","1.2079709295544152","582.5107227272728","0.2","1.31","1763183205636","1"
"2256","169","6595.6485999999995","6039.5148","73","96","26.599999999999998","989.4553999999999","683.7480082840236","5","5","3","930206","960131","89.13038648648649","62.26303917525773","556.1337999999996","1.091901736587087","74.32449058823529","0.2","1.69","1763183205636","1"
"9265","321","50664.4272","46913.762599999995","137","181","11.4","4838.3766","2105.1806685358256","6","4","3","930204","960406","367.1335304347826","257.7679263736263","3750.6646000000037","1.0799250468763963","303.0378565217391","0.2","3.21","1763183205636","1"
"1169","212","33116.867","27144.577999999998","76","125","38.0","4619.6334","1484.6229499999997","5","4","3","940302","961130","430.08918181818177","215.4331587301587","5972.289000000001","1.2199728073574267","282.9175821596244","0.2","2.12","1763183205636","1"
"156","24","1237.3863999999999","675.5792","14","10","38.0","824.847","587.07625","4","5","3","971022","980714","82.49242666666666","61.41629090909091","561.8071999999999","1.828886256036248","76.518624","0.2","0.24","1763183205636","1"
"2892","6","851.1999999999999","0.0","6","0","7.6","851.1999999999999","541.5","1","1","1","971216","980515","121.6","0.0","851.1999999999999","851.1999999999999","121.6","0.2","0.06","1763183205636","1"
"904","135","22537.1274","20080.355199999998","59","76","11.4","2779.9621999999995","1911.0898074074073","3","3","1","940320","960813","375.61879000000005","260.7838337662337","2456.772200000003","1.1222911589154103","313.36384264705885","0.2","1.35","1763183205636","1"
"8547","169","42339.3112","36538.216","77","80","11.4","5921.061199999999","2450.295358579882","4","4","2","950717","970120","542.811682051282","451.0890864197531","5801.095199999996","1.1587361699276744","463.98545411764707","0.2","1.69","1763183205636","1"
"1653","138","26005.4558","24598.6616","53","85","26.599999999999998","2808.2722","1855.4557115942027","4","4","2","940919","961207","481.58251481481483","286.0309488372093","1406.7942000000003","1.057146891809276","364.0583985611511","0.2","1.38","1763183205636","1"
"1130","45","2790.5984","1394.3948","18","27","7.6","1481.3616","1166.8111955555555","5","5","3","970511","980412","146.87359999999998","49.799814285714284","1396.2035999999998","1.9998629778468429","90.97811304347826","0.2","0.45","1763183205636","1"
"2985","177","6325.6966","5045.8528","72","105","15.2","1446.5574000000001","962.585406779661","5","5","3","930406","960321","86.65337808219178","47.60238490566037","1279.8438000000006","1.2533943133827878","63.885108988764046","0.2","1.77","1763183205636","1"
"3508","63","12920.6232","11207.948","32","31","26.599999999999998","2505.0625999999997","1478.7448476190475","3","3","1","960912","971231","391.53403636363635","350.248375","1712.6751999999997","1.1527061415576199","377.008925","0.2","0.63","1763183205636","1"
"3100","50","8196.8014","7311.7548","22","28","22.8","2143.9827999999998","1191.605064","5","4","3","970622","980508","356.3826695652174","252.12947586206894","885.0466000000006","1.1208910491570154","304.0893372549019","0.2","0.5","1763183205636","1"
"1363","79","11777.2298","10042.670399999999","26","53","38.0","2953.0408","2141.9646632911395","6","4","5","970323","980331","436.19369629629625","185.97537777777777","1734.5594","1.1726021793785666","272.74875249999997","0.2","0.79","1763183205636","1"
"976","97","15686.0504","14062.903199999999","38","59","34.199999999999996","2645.0774","1587.9926948453608","4","4","2","960127","970731","402.2064205128205","234.38171999999997","1623.1472000000012","1.1153411806759308","303.5607510204082","0.2","0.97","1763183205636","1"
"2961","80","3108.1872","2214.1536","29","51","15.2","1251.2525999999998","880.7514600000001","6","5","3","960712","971208","103.60624","42.579876923076924","894.0335999999998","1.4031474837681683","65.70791111111112","0.2","0.8","1763183205636","1"
"3841","128","4395.8818","3664.796","46","82","30.4","942.3392","545.649184375","6","5","4","950122","970210","93.5294","44.154168674698795","731.0858000000003","1.1991616009183272","62.485874418604645","0.2","1.28","1763183205636","1"
"7857","289","53140.91","42840.417199999996","69","207","11.4","4240.3744","1901.1052740484429","7","5","6","930804","960510","759.1558571428571","205.9635442307692","10300.492800000007","1.240409712683361","330.97009379310344","0.2","2.89","1763183205636","1"
"3160","161","26509.0318","25318.8832","58","103","15.2","3031.5411999999997","1525.892100621118","4","4","2","940619","961031","449.30562372881354","243.45080000000002","1190.1486000000004","1.0469650112761975","319.9254012345679","0.2","1.61","1763183205636","1"
"2246","94","21461.2562","16296.6724","45","44","26.599999999999998","5346.8279999999995","1522.4193063829787","4","4","2","960425","971031","466.54904782608696","362.14827555555553","5164.5838","1.3168295246872186","397.45188","0.2","0.94","1763183205636","1"
"1825","120","7775.7386","6567.882","46","74","19.0","1853.6894","1269.8299766666667","5","4","3","951205","970707","165.44124680851064","87.57176","1207.8566","1.1837232880724604","118.54231900826444","0.2","1.2","1763183205636","1"
"2225","81","3165.5101999999997","2430.4192","34","47","38.0","1010.059","704.4522098765432","5","5","3","960124","970816","90.44314857142857","50.63373333333333","735.0909999999999","1.3019187312496339","68.24304146341463","0.2","0.81","1763183205636","1"
"874","102","12247.1644","10700.306","38","62","7.6","1964.0034","953.5613078431372","5","5","4","960323","971005","314.0298564102564","169.84612698412698","1546.8583999999992","1.1444551160391077","222.79097475728153","0.2","1.02","1763183205636","1"
"3876","147","26048.0842","25061.1672","67","79","19.0","4354.1388","1300.7741482993197","4","4","2","940213","970228","383.0600617647059","313.26459","986.9170000000013","1.0393388565375146","345.33277972972974","0.2","1.47","1763183205636","1"
"3736","77","4871.3036","3372.4924","36","41","38.0","1648.9948","1216.7553610389612","5","5","3","960508","971009","131.65685405405407","80.29743809523809","1498.8112","1.443994241694453","105.68969230769231","0.2","0.77","1763183205636","1"
"1081","51","2286.4067999999997","1757.4543999999999","22","29","30.4","1125.446","810.8400509803921","5","5","3","961221","980129","99.40899130434782","58.58181333333333","528.9523999999999","1.300236616883554","77.76656153846153","0.2","0.51","1763183205636","1"
"2301","107","17436.851","14790.018","42","65","7.6","2932.9159999999997","1945.8370560747665","4","5","2","951010","970610","405.50816279069767","224.0911818181818","2646.8329999999987","1.1788810614658165","298.39693518518516","0.2","1.07","1763183205636","1"
"3591","93","21247.8482","17418.934","39","50","7.6","4950.647599999999","1967.190782795699","4","5","2","960609","970803","531.196205","341.5477254901961","3828.9141999999993","1.219743323941411","411.34874680851067","0.2","0.93","1763183205636","1"
"1732","88","16594.2124","14970.267199999998","38","50","15.2","2827.5876","1615.9001250000001","4","5","2","960220","970831","425.49262564102565","293.53465098039214","1623.945200000002","1.1084039966904071","354.6570741573034","0.2","0.88","1763183205636","1"
"3280","95","10325.610799999999","9199.7696","35","60","41.8","1883.4738","970.4724","5","4","3","960424","970912","286.8225222222222","150.8158950819672","1125.841199999999","1.12225512091945","203.38937916666666","0.2","0.95","1763183205636","1"
"1502","50","10220.6054","8797.1976","29","21","7.6","4428.9911999999995","1643.6616519999998","4","4","2","961002","980407","340.68684666666667","399.87261818181815","1423.4078000000009","1.1616703630298097","372.8980980392157","0.2","0.5","1763183205636","1"
"3568","80","3447.3448000000003","2760.0083999999997","34","46","19.0","1128.0642","717.9303425","5","5","2","960411","970831","98.49556571428572","58.7235829787234","687.3364000000006","1.2485817862777964","76.63399012345678","0.2","0.8","1763183205636","1"
"149","31","2037.1344","983.174","23","8","11.4","1844.9152","982.6874774193549","3","3","1","971116","980630","84.8806","109.24155555555555","1053.9604","2.0698925190057853","94.3846375","0.2","0.31","1763183205636","1"
"1411","196","19089.5736","16934.8824","70","126","22.8","2782.265","1626.1269234693877","4","4","2","930709","960430","268.8672338028169","133.3455307086614","2154.691200000001","1.1271673449976247","182.8652588832487","0.2","1.96","1763183205636","1"
"5483","185","25896.6162","16740.444","85","86","-52.5464","2481.4684","1150.0330886486486","4","4","2","930328","960229","301.1234441860465","192.41889655172415","9156.1722","1.5468567824854296","229.23150645161292","0.2","1.85","1763183205636","1"
"2388","150","4625.2498","3625.884","65","85","11.4","1129.5993999999998","826.7024893333333","4","5","3","930609","960430","70.07954242424242","42.16144186046512","999.3657999999996","1.2752681916488091","54.643270198675495","0.2","1.5","1763183205636","1"
"815","156","3861.0964","3073.6072","64","92","11.4","787.4739999999999","580.2685012820513","3","5","3","930825","960613","59.40148307692308","33.049539784946234","787.4892","1.2558015215732272","44.17008662420382","0.2","1.56","1763183205636","1"
"1478","72","18637.8258","15599.395199999999","34","37","34.199999999999996","5331.259399999999","2182.869202777778","4","4","2","961030","971220","532.5093085714285","410.51039999999995","3038.4305999999997","1.1947021572889385","469.00302739726027","0.2","0.72","1763183205636","1"
"1890","44","10957.1974","9428.5638","17","23","-16.567999999999998","3817.5256","1393.4088727272726","4","4","2","970720","980331","608.7331888888889","392.856825","1528.6335999999992","1.1620046942150175","453.01691555555556","0.2","0.44","1763183205636","1"
"107","238","10964.6492","9579.830399999999","77","161","38.0","1527.581","1002.1354252100839","6","4","3","931105","960630","140.57242564102563","59.13475555555555","1384.818800000001","1.144436206698743","85.96016569037657","0.2","2.38","1763183205636","1"
"650","129","6430.188999999999","5845.1752","46","83","41.8","1295.971","917.9132124031007","5","5","3","950128","970131","136.8125319148936","69.58541904761904","585.0137999999997","1.0998967324824613","94.42587846153846","0.2","1.29","1763183205636","1"
"6715","201","24219.8206","14751.132599999999","83","102","-66.2036","2486.2032","944.8705482587064","5","5","3","930915","960605","288.3311976190476","143.21487961165047","9468.688","1.6417843614014154","192.9255108910891","0.2","2.01","1763183205636","1"
"1956","51","4376.3878","2714.6059999999998","25","26","11.4","2017.2946","1389.9542392156861","4","4","2","970523","980319","168.3226076923077","100.54096296296295","1661.7818000000007","1.6115694986680693","136.36526538461538","0.2","0.51","1763183205636","1"
"1054","201","14856.3318","14183.652","77","124","30.4","1769.0747999999999","1141.1373343283583","4","4","2","930219","960131","190.4657923076923","113.469216","672.6797999999999","1.0473525751636346","143.76229603960397","0.2","2.01","1763183205636","1"
"1056","39","10068.214","8602.44","19","18","41.8","3999.5304","1785.2331794871793","4","4","2","961228","971007","503.4107","452.76000000000005","1465.7739999999994","1.170254456356992","466.76635000000005","0.2","0.39","1763183205636","1"
"1260","68","8398.8132","7493.2732","30","38","7.6","1986.412","1206.691732352941","4","4","2","961117","980111","270.92945806451615","192.13521025641026","905.5400000000009","1.120697494721703","230.3200927536232","0.2","0.68","1763183205636","1"
"2077","117","5280.8676","4472.296","58","59","26.599999999999998","1437.3955999999998","986.9198256410256","3","3","1","950104","970114","89.50623050847457","74.53826666666667","808.5715999999993","1.180531670607087","82.65392881355932","0.2","1.17","1763183205636","1"
"4907","232","19107.388","18556.464","62","170","19.0","2397.6252","1094.8469422413793","7","4","5","940206","960630","303.291873015873","108.51733333333333","550.9239999999991","1.0296335749324368","161.64743347639484","0.2","2.32","1763183205636","1"
"11320","182","24681.771399999998","23626.043999999998","104","78","22.8","2518.0244000000002","1526.1919538461536","3","3","1","930526","960331","235.0644895238095","299.0638481012658","1055.7273999999998","1.0446406837859192","263.9771333333333","0.2","1.82","1763183205636","1"
"1219","82","5048.984","4108.0508","39","43","41.8","1461.7042000000001","955.1984000000001","4","4","2","960608","971001","126.22460000000001","93.36479090909091","940.9332000000004","1.228747038123744","110.32572048192773","0.2","0.82","1763183205636","1"
"2013","52","11745.7924","6590.3096","32","18","41.8","3848.1688","1470.8741115384616","3","4","1","960815","980417","355.933103030303","346.85839999999996","5155.482800000001","1.7820119388717532","345.96418867924524","0.2","0.52","1763183205636","1"
"11054","116","14783.656799999999","11255.372","52","58","15.2","2405.0162","1143.2014344827587","5","5","4","960201","970824","278.93692075471694","190.76901694915253","3528.2847999999994","1.3133589401629584","222.55580170940172","0.2","1.16","1763183205636","1"
"1245","30","4020.1188","2397.6784","17","13","41.8","1801.542","1224.1849466666667","4","4","2","971112","980709","223.33993333333333","171.26274285714285","1622.4404000000004","1.6759724021361098","207.02571612903225","0.2","0.3","1763183205636","1"
"2782","55","12029.508","8602.728799999999","23","26","26.599999999999998","3262.7635999999998","1868.4459745454546","3","4","2","970227","980125","501.2295","318.61958518518514","3426.779200000001","1.3981737778624543","368.4328","0.2","0.55","1763183205636","1"
"4424","77","6904.2428","5316.3672","39","38","19.0","1794.9489999999998","1278.9762649350648","3","3","1","960129","970809","172.60607","136.31710769230767","1587.8756000000003","1.2984325776861902","156.6744871794872","0.2","0.77","1763183205636","1"
"2517","67","17264.6312","14843.598","27","38","22.8","3593.9221999999995","1715.966567164179","4","5","3","961110","980104","616.5939714285714","380.6050769230769","2421.0332","1.163024502246541","472.17984117647063","0.2","0.67","1763183205636","1"
"8268","105","8292.132","6914.974","47","58","15.2","1722.8022","982.3137161904762","6","4","4","960919","971216","172.75275","117.20294915254237","1377.1579999999994","1.19898252943114","143.4632641509434","0.2","1.05","1763183205636","1"
"907","176","5445.7078","4593.850399999999","80","96","11.4","1261.4289999999999","983.6021693181818","4","5","3","930709","960322","67.23096049382717","47.359282474226795","851.8574000000008","1.1851763008432223","56.720667796610165","0.2","1.76","1763183205636","1"
"2052","233","14037.7434","12205.402399999999","69","164","30.4","2242.4598","1532.3551373390558","6","4","4","931020","960705","200.53919142857143","73.97213575757576","1832.3410000000003","1.1500311836352373","112.15019572649572","0.2","2.33","1763183205636","1"
"1914","156","6966.9466","5906.074","64","92","26.599999999999998","1665.0042","1039.7684230769232","5","5","3","950124","970207","107.18379384615385","63.50617204301075","1060.8726000000006","1.179424297037755","81.9937617834395","0.2","1.56","1763183205636","1"
"77","52","9513.6458","8011.0383999999995","27","23","15.2","2140.3538","1269.5750307692308","3","4","2","961119","971224","339.77306428571427","333.7932666666666","1502.6074000000008","1.1874188970437287","330.6544188679245","0.2","0.52","1763183205636","1"
"3083","46","10492.7652","8167.248799999999","22","24","7.6","2995.008","1766.386052173913","3","3","1","970318","980208","456.20718260869563","326.68995199999995","2325.5164000000004","1.2845795294580156","397.0215744680851","0.2","0.46","1763183205636","1"
"2980","146","6355.5","5311.1384","62","84","38.0","1044.354","720.851306849315","5","5","3","931209","960906","100.88095238095238","62.483981176470586","1044.3616000000002","1.1964108465246313","79.36488707482994","0.2","1.46","1763183205636","1"
"732","85","11378.529999999999","10207.8868","32","53","22.8","2127.4262","1435.0311952941177","4","4","2","960607","970914","344.80393939393934","189.03494074074075","1170.6431999999986","1.1145710813445397","251.0048465116279","0.2","0.85","1763183205636","1"
"3558","284","63493.462799999994","49754.258799999996","71","192","15.2","4377.4024","2057.223166901408","6","6","5","930523","960506","881.8536499999999","257.7940870466321","13739.203999999998","1.2761156173505823","397.3604266666666","0.2","2.84","1763183205636","1"
"1581","108","8597.6786","6590.0208","51","57","34.199999999999996","2295.4052","1588.8094499999997","4","5","2","951012","970612","165.33997307692306","113.62104827586208","2007.657799999999","1.3044532646597018","139.33669174311927","0.2","1.08","1763183205636","1"
"1862","137","38102.4404","28604.443","48","74","19.0","3984.6458000000002","2205.8670204379564","4","5","3","950415","970331","777.6008244897959","381.3925733333333","9497.9974","1.331999661742697","483.3832130434782","0.2","1.37","1763183205636","1"
"12","53","2322.9096","1716.7487999999998","18","35","41.8","1104.014","809.7408528301887","6","5","3","970415","980228","122.2584","47.687466666666666","606.1608000000001","1.352298776165642","74.80848888888889","0.2","0.53","1763183205636","1"
"1034","55","3769.9647999999997","2755.0608","26","29","41.8","1633.5782","1260.5488509090908","4","4","2","970404","980223","139.6283259259259","91.83536000000001","1014.9039999999995","1.3678815793904109","116.51831428571428","0.2","0.55","1763183205636","1"
"616","167","8496.2794","7731.5484","62","105","41.8","1439.4628","1035.1585688622754","5","5","3","931014","960630","134.86157777777777","72.9391358490566","764.7309999999998","1.0987683439524283","96.59421309523809","0.2","1.67","1763183205636","1"
"1662","44","7990.0851999999995","5877.1712","19","25","7.6","2944.8745999999996","1982.1784545454545","4","4","2","970811","980430","399.50426","226.04504615384616","2112.9139999999998","1.3592807912773959","308.1612533333333","0.2","0.44","1763183205636","1"
"1857","45","3436.0208","1851.9072","23","22","41.8","1584.1136","1079.2120755555554","5","4","3","970818","980505","143.16753333333332","80.5177043478261","1584.1135999999997","1.8543944348643038","114.95495652173913","0.2","0.45","1763183205636","1"
"1894","67","14676.0902","12842.5028","31","36","41.8","3093.0708","1913.3906328358207","3","3","1","960829","971130","458.62781875","347.0946702702703","1833.5874000000003","1.1426859501288076","404.6851911764706","0.2","0.67","1763183205636","1"
