client_id,num_cards,num_classic_cards,num_junior_cards,num_gold_cards,gold_card,classic_card,junior_card,earliest_card_issue,latest_card_issue,card_id,eligible_for
262,0,0,0,0,0,0,0,,,,junior_card
270,0,0,0,0,0,0,0,,,,junior_card
275,0,0,0,0,0,0,0,,,,junior_card
282,0,0,0,0,0,0,0,,,,junior_card
283,0,0,0,0,0,0,0,,,,junior_card
293,0,0,0,0,0,0,0,,,,junior_card
298,0,0,0,0,0,0,0,,,,junior_card
301,0,0,0,0,0,0,0,,,,junior_card
303,0,0,0,0,0,0,0,,,,junior_card
304,0,0,0,0,0,0,0,,,,junior_card
311,0,0,0,0,0,0,0,,,,junior_card
312,0,0,0,0,0,0,0,,,,junior_card
313,0,0,0,0,0,0,0,,,,junior_card
314,0,0,0,0,0,0,0,,,,junior_card
318,0,0,0,0,0,0,0,,,,junior_card
319,0,0,0,0,0,0,0,,,,junior_card
320,0,0,0,0,0,0,0,,,,junior_card
323,0,0,0,0,0,0,0,,,,junior_card
328,0,0,0,0,0,0,0,,,,junior_card
330,0,0,0,0,0,0,0,,,,junior_card
331,0,0,0,0,0,0,0,,,,junior_card
343,0,0,0,0,0,0,0,,,,junior_card
349,0,0,0,0,0,0,0,,,,junior_card
350,0,0,0,0,0,0,0,,,,junior_card
352,0,0,0,0,0,0,0,,,,junior_card
354,0,0,0,0,0,0,0,,,,junior_card
360,0,0,0,0,0,0,0,,,,junior_card
363,0,0,0,0,0,0,0,,,,junior_card
364,0,0,0,0,0,0,0,,,,junior_card
366,0,0,0,0,0,0,0,,,,junior_card
369,0,0,0,0,0,0,0,,,,junior_card
371,0,0,0,0,0,0,0,,,,junior_card
372,0,0,0,0,0,0,0,,,,junior_card
373,0,0,0,0,0,0,0,,,,junior_card
383,0,0,0,0,0,0,0,,,,junior_card
384,0,0,0,0,0,0,0,,,,junior_card
387,0,0,0,0,0,0,0,,,,junior_card
391,0,0,0,0,0,0,0,,,,junior_card
394,0,0,0,0,0,0,0,,,,junior_card
395,0,0,0,0,0,0,0,,,,junior_card
396,0,0,0,0,0,0,0,,,,junior_card
397,0,0,0,0,0,0,0,,,,junior_card
398,0,0,0,0,0,0,0,,,,junior_card
401,0,0,0,0,0,0,0,,,,junior_card
411,0,0,0,0,0,0,0,,,,junior_card
415,0,0,0,0,0,0,0,,,,junior_card
417,0,0,0,0,0,0,0,,,,junior_card
422,0,0,0,0,0,0,0,,,,junior_card
424,0,0,0,0,0,0,0,,,,junior_card
426,0,0,0,0,0,0,0,,,,junior_card
427,0,0,0,0,0,0,0,,,,junior_card
428,0,0,0,0,0,0,0,,,,junior_card
430,0,0,0,0,0,0,0,,,,junior_card
431,0,0,0,0,0,0,0,,,,junior_card
437,0,0,0,0,0,0,0,,,,junior_card
445,0,0,0,0,0,0,0,,,,junior_card
454,0,0,0,0,0,0,0,,,,junior_card
455,0,0,0,0,0,0,0,,,,junior_card
456,0,0,0,0,0,0,0,,,,junior_card
463,0,0,0,0,0,0,0,,,,junior_card
476,0,0,0,0,0,0,0,,,,junior_card
480,0,0,0,0,0,0,0,,,,junior_card
481,0,0,0,0,0,0,0,,,,junior_card
482,0,0,0,0,0,0,0,,,,junior_card
486,0,0,0,0,0,0,0,,,,junior_card
488,0,0,0,0,0,0,0,,,,junior_card
492,0,0,0,0,0,0,0,,,,junior_card
495,0,0,0,0,0,0,0,,,,junior_card
499,0,0,0,0,0,0,0,,,,junior_card
501,0,0,0,0,0,0,0,,,,junior_card
502,0,0,0,0,0,0,0,,,,junior_card
506,0,0,0,0,0,0,0,,,,junior_card
515,0,0,0,0,0,0,0,,,,junior_card
520,0,0,0,0,0,0,0,,,,junior_card
533,0,0,0,0,0,0,0,,,,junior_card
535,0,0,0,0,0,0,0,,,,junior_card
538,0,0,0,0,0,0,0,,,,junior_card
540,0,0,0,0,0,0,0,,,,junior_card
541,0,0,0,0,0,0,0,,,,junior_card
542,0,0,0,0,0,0,0,,,,junior_card
544,0,0,0,0,0,0,0,,,,junior_card
547,0,0,0,0,0,0,0,,,,junior_card
552,0,0,0,0,0,0,0,,,,junior_card
553,0,0,0,0,0,0,0,,,,junior_card
554,0,0,0,0,0,0,0,,,,junior_card
555,0,0,0,0,0,0,0,,,,junior_card
556,0,0,0,0,0,0,0,,,,junior_card
557,0,0,0,0,0,0,0,,,,junior_card
558,0,0,0,0,0,0,0,,,,junior_card
570,0,0,0,0,0,0,0,,,,junior_card
571,0,0,0,0,0,0,0,,,,junior_card
572,0,0,0,0,0,0,0,,,,junior_card
579,0,0,0,0,0,0,0,,,,junior_card
581,0,0,0,0,0,0,0,,,,junior_card
585,0,0,0,0,0,0,0,,,,junior_card
587,0,0,0,0,0,0,0,,,,junior_card
596,0,0,0,0,0,0,0,,,,junior_card
606,0,0,0,0,0,0,0,,,,junior_card
614,0,0,0,0,0,0,0,,,,junior_card
618,0,0,0,0,0,0,0,,,,junior_card
619,0,0,0,0,0,0,0,,,,junior_card
620,0,0,0,0,0,0,0,,,,junior_card
621,0,0,0,0,0,0,0,,,,junior_card
622,0,0,0,0,0,0,0,,,,junior_card
623,0,0,0,0,0,0,0,,,,junior_card
624,0,0,0,0,0,0,0,,,,junior_card
632,0,0,0,0,0,0,0,,,,junior_card
633,0,0,0,0,0,0,0,,,,junior_card
635,0,0,0,0,0,0,0,,,,junior_card
636,0,0,0,0,0,0,0,,,,junior_card
643,0,0,0,0,0,0,0,,,,junior_card
645,0,0,0,0,0,0,0,,,,junior_card
648,0,0,0,0,0,0,0,,,,junior_card
653,0,0,0,0,0,0,0,,,,junior_card
654,0,0,0,0,0,0,0,,,,junior_card
657,0,0,0,0,0,0,0,,,,junior_card
658,0,0,0,0,0,0,0,,,,junior_card
660,0,0,0,0,0,0,0,,,,junior_card
661,0,0,0,0,0,0,0,,,,junior_card
663,0,0,0,0,0,0,0,,,,junior_card
665,0,0,0,0,0,0,0,,,,junior_card
668,0,0,0,0,0,0,0,,,,junior_card
672,0,0,0,0,0,0,0,,,,junior_card
673,0,0,0,0,0,0,0,,,,junior_card
674,0,0,0,0,0,0,0,,,,junior_card
680,0,0,0,0,0,0,0,,,,junior_card
683,0,0,0,0,0,0,0,,,,junior_card
685,0,0,0,0,0,0,0,,,,junior_card
690,0,0,0,0,0,0,0,,,,junior_card
692,0,0,0,0,0,0,0,,,,junior_card
693,0,0,0,0,0,0,0,,,,junior_card
700,0,0,0,0,0,0,0,,,,junior_card
705,0,0,0,0,0,0,0,,,,junior_card
709,0,0,0,0,0,0,0,,,,junior_card
710,0,0,0,0,0,0,0,,,,junior_card
721,0,0,0,0,0,0,0,,,,junior_card
726,0,0,0,0,0,0,0,,,,junior_card
727,0,0,0,0,0,0,0,,,,junior_card
728,0,0,0,0,0,0,0,,,,junior_card
738,0,0,0,0,0,0,0,,,,junior_card
739,0,0,0,0,0,0,0,,,,junior_card
740,0,0,0,0,0,0,0,,,,junior_card
741,0,0,0,0,0,0,0,,,,junior_card
743,0,0,0,0,0,0,0,,,,junior_card
744,0,0,0,0,0,0,0,,,,junior_card
748,0,0,0,0,0,0,0,,,,junior_card
752,0,0,0,0,0,0,0,,,,junior_card
753,0,0,0,0,0,0,0,,,,junior_card
754,0,0,0,0,0,0,0,,,,junior_card
755,0,0,0,0,0,0,0,,,,junior_card
756,0,0,0,0,0,0,0,,,,junior_card
760,0,0,0,0,0,0,0,,,,junior_card
763,0,0,0,0,0,0,0,,,,junior_card
767,0,0,0,0,0,0,0,,,,junior_card
768,0,0,0,0,0,0,0,,,,junior_card
772,0,0,0,0,0,0,0,,,,junior_card
773,0,0,0,0,0,0,0,,,,junior_card
775,0,0,0,0,0,0,0,,,,junior_card
779,0,0,0,0,0,0,0,,,,junior_card
780,0,0,0,0,0,0,0,,,,junior_card
781,0,0,0,0,0,0,0,,,,junior_card
785,0,0,0,0,0,0,0,,,,junior_card
787,0,0,0,0,0,0,0,,,,junior_card
796,0,0,0,0,0,0,0,,,,junior_card
799,0,0,0,0,0,0,0,,,,junior_card
809,0,0,0,0,0,0,0,,,,junior_card
821,0,0,0,0,0,0,0,,,,junior_card
830,0,0,0,0,0,0,0,,,,junior_card
831,0,0,0,0,0,0,0,,,,junior_card
832,0,0,0,0,0,0,0,,,,junior_card
835,0,0,0,0,0,0,0,,,,junior_card
836,0,0,0,0,0,0,0,,,,junior_card
842,0,0,0,0,0,0,0,,,,junior_card
844,0,0,0,0,0,0,0,,,,junior_card
846,0,0,0,0,0,0,0,,,,junior_card
849,0,0,0,0,0,0,0,,,,junior_card
851,0,0,0,0,0,0,0,,,,junior_card
852,0,0,0,0,0,0,0,,,,junior_card
853,0,0,0,0,0,0,0,,,,junior_card
854,0,0,0,0,0,0,0,,,,junior_card
855,0,0,0,0,0,0,0,,,,junior_card
856,0,0,0,0,0,0,0,,,,junior_card
857,0,0,0,0,0,0,0,,,,junior_card
865,0,0,0,0,0,0,0,,,,junior_card
873,0,0,0,0,0,0,0,,,,junior_card
878,0,0,0,0,0,0,0,,,,junior_card
879,0,0,0,0,0,0,0,,,,junior_card
882,0,0,0,0,0,0,0,,,,junior_card
883,0,0,0,0,0,0,0,,,,junior_card
884,0,0,0,0,0,0,0,,,,junior_card
885,0,0,0,0,0,0,0,,,,junior_card
890,0,0,0,0,0,0,0,,,,junior_card
891,0,0,0,0,0,0,0,,,,junior_card
892,0,0,0,0,0,0,0,,,,junior_card
893,0,0,0,0,0,0,0,,,,junior_card
894,0,0,0,0,0,0,0,,,,junior_card
899,0,0,0,0,0,0,0,,,,junior_card
903,0,0,0,0,0,0,0,,,,junior_card
904,0,0,0,0,0,0,0,,,,junior_card
905,0,0,0,0,0,0,0,,,,junior_card
911,0,0,0,0,0,0,0,,,,junior_card
912,0,0,0,0,0,0,0,,,,junior_card
913,0,0,0,0,0,0,0,,,,junior_card
914,0,0,0,0,0,0,0,,,,junior_card
929,0,0,0,0,0,0,0,,,,junior_card
932,0,0,0,0,0,0,0,,,,junior_card
935,0,0,0,0,0,0,0,,,,junior_card
936,0,0,0,0,0,0,0,,,,junior_card
937,0,0,0,0,0,0,0,,,,junior_card
938,0,0,0,0,0,0,0,,,,junior_card
941,0,0,0,0,0,0,0,,,,junior_card
942,0,0,0,0,0,0,0,,,,junior_card
948,0,0,0,0,0,0,0,,,,junior_card
953,0,0,0,0,0,0,0,,,,junior_card
957,0,0,0,0,0,0,0,,,,junior_card
958,0,0,0,0,0,0,0,,,,junior_card
961,0,0,0,0,0,0,0,,,,junior_card
971,0,0,0,0,0,0,0,,,,junior_card
972,0,0,0,0,0,0,0,,,,junior_card
977,0,0,0,0,0,0,0,,,,junior_card
985,0,0,0,0,0,0,0,,,,junior_card
988,0,0,0,0,0,0,0,,,,junior_card
989,0,0,0,0,0,0,0,,,,junior_card
991,0,0,0,0,0,0,0,,,,junior_card
1001,0,0,0,0,0,0,0,,,,junior_card
1002,0,0,0,0,0,0,0,,,,junior_card
1003,0,0,0,0,0,0,0,,,,junior_card
1006,0,0,0,0,0,0,0,,,,junior_card
1014,0,0,0,0,0,0,0,,,,junior_card
1015,0,0,0,0,0,0,0,,,,junior_card
1016,0,0,0,0,0,0,0,,,,junior_card
1017,0,0,0,0,0,0,0,,,,junior_card
1022,0,0,0,0,0,0,0,,,,junior_card
1023,0,0,0,0,0,0,0,,,,junior_card
1028,0,0,0,0,0,0,0,,,,junior_card
1032,0,0,0,0,0,0,0,,,,junior_card
1033,0,0,0,0,0,0,0,,,,junior_card
1054,0,0,0,0,0,0,0,,,,junior_card
1055,0,0,0,0,0,0,0,,,,junior_card
1068,0,0,0,0,0,0,0,,,,junior_card
1069,0,0,0,0,0,0,0,,,,junior_card
1073,0,0,0,0,0,0,0,,,,junior_card
1074,0,0,0,0,0,0,0,,,,junior_card
1075,0,0,0,0,0,0,0,,,,junior_card
1077,0,0,0,0,0,0,0,,,,junior_card
1084,0,0,0,0,0,0,0,,,,junior_card
1085,0,0,0,0,0,0,0,,,,junior_card
1090,0,0,0,0,0,0,0,,,,junior_card
1091,0,0,0,0,0,0,0,,,,junior_card
1096,0,0,0,0,0,0,0,,,,junior_card
1097,0,0,0,0,0,0,0,,,,junior_card
1101,0,0,0,0,0,0,0,,,,junior_card
1102,0,0,0,0,0,0,0,,,,junior_card
1105,0,0,0,0,0,0,0,,,,junior_card
1106,0,0,0,0,0,0,0,,,,junior_card
1109,0,0,0,0,0,0,0,,,,junior_card
1110,0,0,0,0,0,0,0,,,,junior_card
1112,0,0,0,0,0,0,0,,,,junior_card
1122,0,0,0,0,0,0,0,,,,junior_card
1123,0,0,0,0,0,0,0,,,,junior_card
1125,0,0,0,0,0,0,0,,,,junior_card
1126,0,0,0,0,0,0,0,,,,junior_card
1128,0,0,0,0,0,0,0,,,,junior_card
1129,0,0,0,0,0,0,0,,,,junior_card
1130,0,0,0,0,0,0,0,,,,junior_card
1141,0,0,0,0,0,0,0,,,,junior_card
1142,0,0,0,0,0,0,0,,,,junior_card
1143,0,0,0,0,0,0,0,,,,junior_card
1147,0,0,0,0,0,0,0,,,,junior_card
1148,0,0,0,0,0,0,0,,,,junior_card
1150,0,0,0,0,0,0,0,,,,junior_card
1154,0,0,0,0,0,0,0,,,,junior_card
1155,0,0,0,0,0,0,0,,,,junior_card
1156,0,0,0,0,0,0,0,,,,junior_card
1159,0,0,0,0,0,0,0,,,,junior_card
1160,0,0,0,0,0,0,0,,,,junior_card
1172,0,0,0,0,0,0,0,,,,junior_card
1173,0,0,0,0,0,0,0,,,,junior_card
1175,0,0,0,0,0,0,0,,,,junior_card
1176,0,0,0,0,0,0,0,,,,junior_card
1177,0,0,0,0,0,0,0,,,,junior_card
1180,0,0,0,0,0,0,0,,,,junior_card
1181,0,0,0,0,0,0,0,,,,junior_card
1183,0,0,0,0,0,0,0,,,,junior_card
1186,0,0,0,0,0,0,0,,,,junior_card
1189,0,0,0,0,0,0,0,,,,junior_card
1192,0,0,0,0,0,0,0,,,,junior_card
1193,0,0,0,0,0,0,0,,,,junior_card
1195,0,0,0,0,0,0,0,,,,junior_card
1196,0,0,0,0,0,0,0,,,,junior_card
1200,0,0,0,0,0,0,0,,,,junior_card
1201,0,0,0,0,0,0,0,,,,junior_card
1212,0,0,0,0,0,0,0,,,,junior_card
1217,0,0,0,0,0,0,0,,,,junior_card
1219,0,0,0,0,0,0,0,,,,junior_card
1222,0,0,0,0,0,0,0,,,,junior_card
1224,0,0,0,0,0,0,0,,,,junior_card
1225,0,0,0,0,0,0,0,,,,junior_card
1233,0,0,0,0,0,0,0,,,,junior_card
1237,0,0,0,0,0,0,0,,,,junior_card
1238,0,0,0,0,0,0,0,,,,junior_card
1241,0,0,0,0,0,0,0,,,,junior_card
1254,0,0,0,0,0,0,0,,,,junior_card
1257,0,0,0,0,0,0,0,,,,junior_card
1258,0,0,0,0,0,0,0,,,,junior_card
1260,0,0,0,0,0,0,0,,,,junior_card
1268,0,0,0,0,0,0,0,,,,junior_card
1269,0,0,0,0,0,0,0,,,,junior_card
1270,0,0,0,0,0,0,0,,,,junior_card
1272,0,0,0,0,0,0,0,,,,junior_card
1277,0,0,0,0,0,0,0,,,,junior_card
1281,0,0,0,0,0,0,0,,,,junior_card
1282,0,0,0,0,0,0,0,,,,junior_card
1283,0,0,0,0,0,0,0,,,,junior_card
1284,0,0,0,0,0,0,0,,,,junior_card
1285,0,0,0,0,0,0,0,,,,junior_card
1287,0,0,0,0,0,0,0,,,,junior_card
1293,0,0,0,0,0,0,0,,,,junior_card
1294,0,0,0,0,0,0,0,,,,junior_card
1295,0,0,0,0,0,0,0,,,,junior_card
1297,0,0,0,0,0,0,0,,,,junior_card
1298,0,0,0,0,0,0,0,,,,junior_card
1299,0,0,0,0,0,0,0,,,,junior_card
1303,0,0,0,0,0,0,0,,,,junior_card
1304,0,0,0,0,0,0,0,,,,junior_card
1305,0,0,0,0,0,0,0,,,,junior_card
1306,0,0,0,0,0,0,0,,,,junior_card
1312,0,0,0,0,0,0,0,,,,junior_card
1315,0,0,0,0,0,0,0,,,,junior_card
1317,0,0,0,0,0,0,0,,,,junior_card
1318,0,0,0,0,0,0,0,,,,junior_card
1323,0,0,0,0,0,0,0,,,,junior_card
1325,0,0,0,0,0,0,0,,,,junior_card
1328,0,0,0,0,0,0,0,,,,junior_card
1340,0,0,0,0,0,0,0,,,,junior_card
1344,0,0,0,0,0,0,0,,,,junior_card
1354,0,0,0,0,0,0,0,,,,junior_card
1356,0,0,0,0,0,0,0,,,,junior_card
1361,0,0,0,0,0,0,0,,,,junior_card
1362,0,0,0,0,0,0,0,,,,junior_card
1364,0,0,0,0,0,0,0,,,,junior_card
1371,0,0,0,0,0,0,0,,,,junior_card
1379,0,0,0,0,0,0,0,,,,junior_card
1389,0,0,0,0,0,0,0,,,,junior_card
1392,0,0,0,0,0,0,0,,,,junior_card
1393,0,0,0,0,0,0,0,,,,junior_card
1394,0,0,0,0,0,0,0,,,,junior_card
1397,0,0,0,0,0,0,0,,,,junior_card
1402,0,0,0,0,0,0,0,,,,junior_card
1407,0,0,0,0,0,0,0,,,,junior_card
1410,0,0,0,0,0,0,0,,,,junior_card
1411,0,0,0,0,0,0,0,,,,junior_card
1416,0,0,0,0,0,0,0,,,,junior_card
1419,0,0,0,0,0,0,0,,,,junior_card
1420,0,0,0,0,0,0,0,,,,junior_card
1428,0,0,0,0,0,0,0,,,,junior_card
1431,0,0,0,0,0,0,0,,,,junior_card
1442,0,0,0,0,0,0,0,,,,junior_card
1444,0,0,0,0,0,0,0,,,,junior_card
1449,0,0,0,0,0,0,0,,,,junior_card
1454,0,0,0,0,0,0,0,,,,junior_card
1455,0,0,0,0,0,0,0,,,,junior_card
1456,0,0,0,0,0,0,0,,,,junior_card
1457,0,0,0,0,0,0,0,,,,junior_card
1458,0,0,0,0,0,0,0,,,,junior_card
1460,0,0,0,0,0,0,0,,,,junior_card
1462,0,0,0,0,0,0,0,,,,junior_card
1464,0,0,0,0,0,0,0,,,,junior_card
1465,0,0,0,0,0,0,0,,,,junior_card
1468,0,0,0,0,0,0,0,,,,junior_card
1470,0,0,0,0,0,0,0,,,,junior_card
1471,0,0,0,0,0,0,0,,,,junior_card
1481,0,0,0,0,0,0,0,,,,junior_card
1490,0,0,0,0,0,0,0,,,,junior_card
1493,0,0,0,0,0,0,0,,,,junior_card
1494,0,0,0,0,0,0,0,,,,junior_card
1495,0,0,0,0,0,0,0,,,,junior_card
1496,0,0,0,0,0,0,0,,,,junior_card
1497,0,0,0,0,0,0,0,,,,junior_card
1498,0,0,0,0,0,0,0,,,,junior_card
1501,0,0,0,0,0,0,0,,,,junior_card
1503,0,0,0,0,0,0,0,,,,junior_card
1504,0,0,0,0,0,0,0,,,,junior_card
1506,0,0,0,0,0,0,0,,,,junior_card
1507,0,0,0,0,0,0,0,,,,junior_card
1509,0,0,0,0,0,0,0,,,,junior_card
1510,0,0,0,0,0,0,0,,,,junior_card
1516,0,0,0,0,0,0,0,,,,junior_card
1523,0,0,0,0,0,0,0,,,,junior_card
1527,0,0,0,0,0,0,0,,,,junior_card
1530,0,0,0,0,0,0,0,,,,junior_card
1535,0,0,0,0,0,0,0,,,,junior_card
1539,0,0,0,0,0,0,0,,,,junior_card
1540,0,0,0,0,0,0,0,,,,junior_card
1541,0,0,0,0,0,0,0,,,,junior_card
1543,0,0,0,0,0,0,0,,,,junior_card
1546,0,0,0,0,0,0,0,,,,junior_card
1547,0,0,0,0,0,0,0,,,,junior_card
1548,0,0,0,0,0,0,0,,,,junior_card
1549,0,0,0,0,0,0,0,,,,junior_card
1550,0,0,0,0,0,0,0,,,,junior_card
1554,0,0,0,0,0,0,0,,,,junior_card
1558,0,0,0,0,0,0,0,,,,junior_card
1559,0,0,0,0,0,0,0,,,,junior_card
1561,0,0,0,0,0,0,0,,,,junior_card
1562,0,0,0,0,0,0,0,,,,junior_card
1564,0,0,0,0,0,0,0,,,,junior_card
1567,0,0,0,0,0,0,0,,,,junior_card
1568,0,0,0,0,0,0,0,,,,junior_card
1575,0,0,0,0,0,0,0,,,,junior_card
1576,0,0,0,0,0,0,0,,,,junior_card
1577,0,0,0,0,0,0,0,,,,junior_card
1585,0,0,0,0,0,0,0,,,,junior_card
1586,0,0,0,0,0,0,0,,,,junior_card
1587,0,0,0,0,0,0,0,,,,junior_card
1590,0,0,0,0,0,0,0,,,,junior_card
1592,0,0,0,0,0,0,0,,,,junior_card
1593,0,0,0,0,0,0,0,,,,junior_card
1594,0,0,0,0,0,0,0,,,,junior_card
1598,0,0,0,0,0,0,0,,,,junior_card
1608,0,0,0,0,0,0,0,,,,junior_card
1609,0,0,0,0,0,0,0,,,,junior_card
1614,0,0,0,0,0,0,0,,,,junior_card
1619,0,0,0,0,0,0,0,,,,junior_card
1632,0,0,0,0,0,0,0,,,,junior_card
1635,0,0,0,0,0,0,0,,,,junior_card
1636,0,0,0,0,0,0,0,,,,junior_card
1637,0,0,0,0,0,0,0,,,,junior_card
1641,0,0,0,0,0,0,0,,,,junior_card
1653,0,0,0,0,0,0,0,,,,junior_card
1657,0,0,0,0,0,0,0,,,,junior_card
1658,0,0,0,0,0,0,0,,,,junior_card
1659,0,0,0,0,0,0,0,,,,junior_card
1664,0,0,0,0,0,0,0,,,,junior_card
1665,0,0,0,0,0,0,0,,,,junior_card
1667,0,0,0,0,0,0,0,,,,junior_card
1671,0,0,0,0,0,0,0,,,,junior_card
1672,0,0,0,0,0,0,0,,,,junior_card
1674,0,0,0,0,0,0,0,,,,junior_card
1675,0,0,0,0,0,0,0,,,,junior_card
1679,0,0,0,0,0,0,0,,,,junior_card
1681,0,0,0,0,0,0,0,,,,junior_card
1684,0,0,0,0,0,0,0,,,,junior_card
1685,0,0,0,0,0,0,0,,,,junior_card
1686,0,0,0,0,0,0,0,,,,junior_card
1687,0,0,0,0,0,0,0,,,,junior_card
1688,0,0,0,0,0,0,0,,,,junior_card
1689,0,0,0,0,0,0,0,,,,junior_card
1696,0,0,0,0,0,0,0,,,,junior_card
1700,0,0,0,0,0,0,0,,,,junior_card
1701,0,0,0,0,0,0,0,,,,junior_card
1703,0,0,0,0,0,0,0,,,,junior_card
1704,0,0,0,0,0,0,0,,,,junior_card
1705,0,0,0,0,0,0,0,,,,junior_card
1706,0,0,0,0,0,0,0,,,,junior_card
1710,0,0,0,0,0,0,0,,,,junior_card
1713,0,0,0,0,0,0,0,,,,junior_card
1714,0,0,0,0,0,0,0,,,,junior_card
1720,0,0,0,0,0,0,0,,,,junior_card
1721,0,0,0,0,0,0,0,,,,junior_card
1724,0,0,0,0,0,0,0,,,,junior_card
1729,0,0,0,0,0,0,0,,,,junior_card
1741,0,0,0,0,0,0,0,,,,junior_card
1749,0,0,0,0,0,0,0,,,,junior_card
1756,0,0,0,0,0,0,0,,,,junior_card
1757,0,0,0,0,0,0,0,,,,junior_card
1760,0,0,0,0,0,0,0,,,,junior_card
1761,0,0,0,0,0,0,0,,,,junior_card
1769,0,0,0,0,0,0,0,,,,junior_card
1771,0,0,0,0,0,0,0,,,,junior_card
1775,0,0,0,0,0,0,0,,,,junior_card
1786,0,0,0,0,0,0,0,,,,junior_card
1787,0,0,0,0,0,0,0,,,,junior_card
1794,0,0,0,0,0,0,0,,,,junior_card
1797,0,0,0,0,0,0,0,,,,junior_card
1798,0,0,0,0,0,0,0,,,,junior_card
1803,0,0,0,0,0,0,0,,,,junior_card
1808,0,0,0,0,0,0,0,,,,junior_card
1809,0,0,0,0,0,0,0,,,,junior_card
1810,0,0,0,0,0,0,0,,,,junior_card
1813,0,0,0,0,0,0,0,,,,junior_card
1814,0,0,0,0,0,0,0,,,,junior_card
1821,0,0,0,0,0,0,0,,,,junior_card
1822,0,0,0,0,0,0,0,,,,junior_card
1829,0,0,0,0,0,0,0,,,,junior_card
1834,0,0,0,0,0,0,0,,,,junior_card
1835,0,0,0,0,0,0,0,,,,junior_card
1840,0,0,0,0,0,0,0,,,,junior_card
1843,0,0,0,0,0,0,0,,,,junior_card
1844,0,0,0,0,0,0,0,,,,junior_card
