client_id,num_cards,num_classic_cards,num_junior_cards,num_gold_cards,gold_card,classic_card,junior_card,earliest_card_issue,latest_card_issue,card_id
2488,1,0,1,0,0,0,1,981126 00:00:00,981126 00:00:00,388
2498,1,0,1,0,0,0,1,951203 00:00:00,951203 00:00:00,393
2538,1,0,1,0,0,0,1,970712 00:00:00,970712 00:00:00,403
2540,1,0,1,0,0,0,1,981112 00:00:00,981112 00:00:00,404
2592,1,0,1,0,0,0,1,970720 00:00:00,970720 00:00:00,413
2662,1,0,1,0,0,0,1,980904 00:00:00,980904 00:00:00,425
2888,1,0,1,0,0,0,1,980416 00:00:00,980416 00:00:00,451
3082,1,0,1,0,0,0,1,950116 00:00:00,950116 00:00:00,477
3102,1,0,1,0,0,0,1,980106 00:00:00,980106 00:00:00,481
3104,1,0,1,0,0,0,1,980113 00:00:00,980113 00:00:00,482
3183,1,0,1,0,0,0,1,980721 00:00:00,980721 00:00:00,496
3233,1,0,1,0,0,0,1,981009 00:00:00,981009 00:00:00,505
3257,1,0,1,0,0,0,1,970806 00:00:00,970806 00:00:00,511
3319,1,0,1,0,0,0,1,981123 00:00:00,981123 00:00:00,523
3427,1,0,1,0,0,0,1,961126 00:00:00,961126 00:00:00,541
3627,1,0,1,0,0,0,1,980713 00:00:00,980713 00:00:00,571
3689,1,0,1,0,0,0,1,970221 00:00:00,970221 00:00:00,578
3763,1,0,1,0,0,0,1,960805 00:00:00,960805 00:00:00,587
3766,1,0,1,0,0,0,1,971220 00:00:00,971220 00:00:00,589
3782,1,0,1,0,0,0,1,950807 00:00:00,950807 00:00:00,592
3787,1,0,1,0,0,0,1,980106 00:00:00,980106 00:00:00,593
3794,1,0,1,0,0,0,1,961227 00:00:00,961227 00:00:00,594
3813,1,0,1,0,0,0,1,970606 00:00:00,970606 00:00:00,597
3846,1,0,1,0,0,0,1,980418 00:00:00,980418 00:00:00,602
3938,1,0,1,0,0,0,1,981016 00:00:00,981016 00:00:00,614
3970,1,0,1,0,0,0,1,960319 00:00:00,960319 00:00:00,621
3985,1,0,1,0,0,0,1,980213 00:00:00,980213 00:00:00,624
4018,1,0,1,0,0,0,1,980925 00:00:00,980925 00:00:00,629
4091,1,0,1,0,0,0,1,981109 00:00:00,981109 00:00:00,636
4094,1,0,1,0,0,0,1,970806 00:00:00,970806 00:00:00,637
4171,1,0,1,0,0,0,1,970321 00:00:00,970321 00:00:00,647
4201,1,0,1,0,0,0,1,960802 00:00:00,960802 00:00:00,651
4246,1,0,1,0,0,0,1,981202 00:00:00,981202 00:00:00,657
4265,1,0,1,0,0,0,1,970819 00:00:00,970819 00:00:00,660
4353,1,0,1,0,0,0,1,960831 00:00:00,960831 00:00:00,673
4495,1,0,1,0,0,0,1,981103 00:00:00,981103 00:00:00,693
4533,1,0,1,0,0,0,1,980522 00:00:00,980522 00:00:00,700
4568,1,0,1,0,0,0,1,960924 00:00:00,960924 00:00:00,708
4587,1,0,1,0,0,0,1,970411 00:00:00,970411 00:00:00,709
4588,1,0,1,0,0,0,1,961210 00:00:00,961210 00:00:00,710
4639,1,0,1,0,0,0,1,981208 00:00:00,981208 00:00:00,715
4651,1,0,1,0,0,0,1,980611 00:00:00,980611 00:00:00,716
4674,1,0,1,0,0,0,1,980209 00:00:00,980209 00:00:00,720
4680,1,0,1,0,0,0,1,940405 00:00:00,940405 00:00:00,721
4715,1,0,1,0,0,0,1,960330 00:00:00,960330 00:00:00,725
4740,1,0,1,0,0,0,1,970122 00:00:00,970122 00:00:00,729
4764,1,0,1,0,0,0,1,970630 00:00:00,970630 00:00:00,733
4823,1,0,1,0,0,0,1,980728 00:00:00,980728 00:00:00,740
4941,1,0,1,0,0,0,1,981015 00:00:00,981015 00:00:00,751
4944,1,0,1,0,0,0,1,980906 00:00:00,980906 00:00:00,752
4976,1,0,1,0,0,0,1,981010 00:00:00,981010 00:00:00,754
5013,1,0,1,0,0,0,1,980522 00:00:00,980522 00:00:00,757
5117,1,0,1,0,0,0,1,950418 00:00:00,950418 00:00:00,759
5323,1,0,1,0,0,0,1,950521 00:00:00,950521 00:00:00,779
5873,1,0,1,0,0,0,1,961028 00:00:00,961028 00:00:00,813
6567,1,0,1,0,0,0,1,980304 00:00:00,980304 00:00:00,844
6789,1,0,1,0,0,0,1,981025 00:00:00,981025 00:00:00,857
8217,1,0,1,0,0,0,1,970529 00:00:00,970529 00:00:00,939
8342,1,0,1,0,0,0,1,960509 00:00:00,960509 00:00:00,945
8506,1,0,1,0,0,0,1,981016 00:00:00,981016 00:00:00,957
10095,1,0,1,0,0,0,1,950330 00:00:00,950330 00:00:00,1038
10198,1,0,1,0,0,0,1,950528 00:00:00,950528 00:00:00,1040
10282,1,0,1,0,0,0,1,960814 00:00:00,960814 00:00:00,1043
10798,1,0,1,0,0,0,1,981108 00:00:00,981108 00:00:00,1070
11409,1,0,1,0,0,0,1,960410 00:00:00,960410 00:00:00,1100
11683,1,0,1,0,0,0,1,971003 00:00:00,971003 00:00:00,1115
12144,1,0,1,0,0,0,1,960326 00:00:00,960326 00:00:00,1139
13089,1,0,1,0,0,0,1,980430 00:00:00,980430 00:00:00,1194
13406,1,0,1,0,0,0,1,980809 00:00:00,980809 00:00:00,1217
13539,1,0,1,0,0,0,1,950502 00:00:00,950502 00:00:00,1223
13750,1,0,1,0,0,0,1,980202 00:00:00,980202 00:00:00,1239
