client_id,num_cards,num_classic_cards,num_junior_cards,num_gold_cards,gold_card,classic_card,junior_card,earliest_card_issue,latest_card_issue,card_id
1669,1,1,0,0,0,1,0,981007 00:00:00,981007 00:00:00,264
1680,1,1,0,0,0,1,0,960628 00:00:00,960628 00:00:00,265
1758,1,1,0,0,0,1,0,971107 00:00:00,971107 00:00:00,273
1759,1,1,0,0,0,1,0,980121 00:00:00,980121 00:00:00,274
1762,1,1,0,0,0,1,0,970520 00:00:00,970520 00:00:00,275
1765,1,1,0,0,0,1,0,980307 00:00:00,980307 00:00:00,276
1779,1,1,0,0,0,1,0,960815 00:00:00,960815 00:00:00,278
1791,1,1,0,0,0,1,0,970921 00:00:00,970921 00:00:00,279
1793,1,1,0,0,0,1,0,970622 00:00:00,970622 00:00:00,280
1795,1,1,0,0,0,1,0,971222 00:00:00,971222 00:00:00,281
1800,1,1,0,0,0,1,0,980225 00:00:00,980225 00:00:00,283
1807,1,1,0,0,0,1,0,980507 00:00:00,980507 00:00:00,284
1826,1,1,0,0,0,1,0,981010 00:00:00,981010 00:00:00,288
1833,1,1,0,0,0,1,0,980324 00:00:00,980324 00:00:00,290
1836,1,1,0,0,0,1,0,980929 00:00:00,980929 00:00:00,291
1850,1,1,0,0,0,1,0,970217 00:00:00,970217 00:00:00,293
1864,1,1,0,0,0,1,0,981026 00:00:00,981026 00:00:00,295
1883,1,1,0,0,0,1,0,970615 00:00:00,970615 00:00:00,297
1885,1,1,0,0,0,1,0,970117 00:00:00,970117 00:00:00,298
1886,1,1,0,0,0,1,0,981025 00:00:00,981025 00:00:00,299
1890,1,1,0,0,0,1,0,961120 00:00:00,961120 00:00:00,300
1899,1,1,0,0,0,1,0,980707 00:00:00,980707 00:00:00,301
1900,1,1,0,0,0,1,0,960331 00:00:00,960331 00:00:00,302
1912,1,1,0,0,0,1,0,960801 00:00:00,960801 00:00:00,303
1913,1,1,0,0,0,1,0,980106 00:00:00,980106 00:00:00,304
1914,1,1,0,0,0,1,0,970523 00:00:00,970523 00:00:00,305
1946,1,1,0,0,0,1,0,940919 00:00:00,940919 00:00:00,309
1971,1,1,0,0,0,1,0,960608 00:00:00,960608 00:00:00,312
1980,1,1,0,0,0,1,0,960617 00:00:00,960617 00:00:00,313
2013,1,1,0,0,0,1,0,970617 00:00:00,970617 00:00:00,316
2015,1,1,0,0,0,1,0,980610 00:00:00,980610 00:00:00,317
2063,1,1,0,0,0,1,0,981228 00:00:00,981228 00:00:00,322
2102,1,1,0,0,0,1,0,970112 00:00:00,970112 00:00:00,325
2104,1,1,0,0,0,1,0,971214 00:00:00,971214 00:00:00,326
2117,1,1,0,0,0,1,0,971003 00:00:00,971003 00:00:00,327
2124,1,1,0,0,0,1,0,980411 00:00:00,980411 00:00:00,330
2126,1,1,0,0,0,1,0,980619 00:00:00,980619 00:00:00,332
2128,1,1,0,0,0,1,0,981104 00:00:00,981104 00:00:00,333
2133,1,1,0,0,0,1,0,980313 00:00:00,980313 00:00:00,334
2137,1,1,0,0,0,1,0,980925 00:00:00,980925 00:00:00,335
2141,1,1,0,0,0,1,0,960101 00:00:00,960101 00:00:00,337
2146,1,1,0,0,0,1,0,980416 00:00:00,980416 00:00:00,338
2154,1,1,0,0,0,1,0,981019 00:00:00,981019 00:00:00,339
2157,1,1,0,0,0,1,0,950927 00:00:00,950927 00:00:00,342
2168,1,1,0,0,0,1,0,980727 00:00:00,980727 00:00:00,344
2175,1,1,0,0,0,1,0,981107 00:00:00,981107 00:00:00,345
2177,1,1,0,0,0,1,0,980814 00:00:00,980814 00:00:00,346
2184,1,1,0,0,0,1,0,970211 00:00:00,970211 00:00:00,347
2203,1,1,0,0,0,1,0,980202 00:00:00,980202 00:00:00,348
2214,1,1,0,0,0,1,0,970526 00:00:00,970526 00:00:00,349
2226,1,1,0,0,0,1,0,970420 00:00:00,970420 00:00:00,350
2232,1,1,0,0,0,1,0,981101 00:00:00,981101 00:00:00,351
2235,1,1,0,0,0,1,0,980911 00:00:00,980911 00:00:00,352
2259,1,1,0,0,0,1,0,970611 00:00:00,970611 00:00:00,353
2267,1,1,0,0,0,1,0,970828 00:00:00,970828 00:00:00,355
2268,1,1,0,0,0,1,0,970913 00:00:00,970913 00:00:00,356
2299,1,1,0,0,0,1,0,971029 00:00:00,971029 00:00:00,359
2308,1,1,0,0,0,1,0,980224 00:00:00,980224 00:00:00,360
2312,1,1,0,0,0,1,0,980923 00:00:00,980923 00:00:00,361
2329,1,1,0,0,0,1,0,960229 00:00:00,960229 00:00:00,364
2332,1,1,0,0,0,1,0,980623 00:00:00,980623 00:00:00,365
2335,1,1,0,0,0,1,0,981009 00:00:00,981009 00:00:00,366
2343,1,1,0,0,0,1,0,980827 00:00:00,980827 00:00:00,367
2361,1,1,0,0,0,1,0,980110 00:00:00,980110 00:00:00,368
2363,1,1,0,0,0,1,0,941108 00:00:00,941108 00:00:00,369
2374,1,1,0,0,0,1,0,980403 00:00:00,980403 00:00:00,370
2395,1,1,0,0,0,1,0,960331 00:00:00,960331 00:00:00,372
2401,1,1,0,0,0,1,0,971118 00:00:00,971118 00:00:00,373
2428,1,1,0,0,0,1,0,941110 00:00:00,941110 00:00:00,376
2429,1,1,0,0,0,1,0,940303 00:00:00,940303 00:00:00,377
2430,1,1,0,0,0,1,0,981211 00:00:00,981211 00:00:00,378
2431,1,1,0,0,0,1,0,960112 00:00:00,960112 00:00:00,379
2434,1,1,0,0,0,1,0,971215 00:00:00,971215 00:00:00,380
2440,1,1,0,0,0,1,0,961027 00:00:00,961027 00:00:00,381
2469,1,1,0,0,0,1,0,970730 00:00:00,970730 00:00:00,383
2476,1,1,0,0,0,1,0,981012 00:00:00,981012 00:00:00,385
2478,1,1,0,0,0,1,0,980814 00:00:00,980814 00:00:00,386
2481,1,1,0,0,0,1,0,970418 00:00:00,970418 00:00:00,387
2490,1,1,0,0,0,1,0,961014 00:00:00,961014 00:00:00,390
2493,1,1,0,0,0,1,0,980224 00:00:00,980224 00:00:00,391
2496,1,1,0,0,0,1,0,981122 00:00:00,981122 00:00:00,392
2501,1,1,0,0,0,1,0,981005 00:00:00,981005 00:00:00,394
2502,1,1,0,0,0,1,0,980824 00:00:00,980824 00:00:00,395
2508,1,1,0,0,0,1,0,980726 00:00:00,980726 00:00:00,396
2513,1,1,0,0,0,1,0,950624 00:00:00,950624 00:00:00,397
2527,1,1,0,0,0,1,0,970522 00:00:00,970522 00:00:00,399
2529,1,1,0,0,0,1,0,970406 00:00:00,970406 00:00:00,400
2532,1,1,0,0,0,1,0,980119 00:00:00,980119 00:00:00,401
2536,1,1,0,0,0,1,0,980903 00:00:00,980903 00:00:00,402
2542,1,1,0,0,0,1,0,980831 00:00:00,980831 00:00:00,405
2548,1,1,0,0,0,1,0,980816 00:00:00,980816 00:00:00,406
2555,1,1,0,0,0,1,0,960711 00:00:00,960711 00:00:00,407
2560,1,1,0,0,0,1,0,961210 00:00:00,961210 00:00:00,408
2562,1,1,0,0,0,1,0,981116 00:00:00,981116 00:00:00,409
2569,1,1,0,0,0,1,0,950720 00:00:00,950720 00:00:00,410
2572,1,1,0,0,0,1,0,980715 00:00:00,980715 00:00:00,411
2585,1,1,0,0,0,1,0,980509 00:00:00,980509 00:00:00,412
2609,1,1,0,0,0,1,0,980525 00:00:00,980525 00:00:00,415
2644,1,1,0,0,0,1,0,980427 00:00:00,980427 00:00:00,421
2657,1,1,0,0,0,1,0,960219 00:00:00,960219 00:00:00,423
2659,1,1,0,0,0,1,0,981106 00:00:00,981106 00:00:00,424
2686,1,1,0,0,0,1,0,970509 00:00:00,970509 00:00:00,426
2709,1,1,0,0,0,1,0,981105 00:00:00,981105 00:00:00,429
2713,1,1,0,0,0,1,0,970526 00:00:00,970526 00:00:00,430
2724,1,1,0,0,0,1,0,961212 00:00:00,961212 00:00:00,433
2739,1,1,0,0,0,1,0,971230 00:00:00,971230 00:00:00,434
2740,1,1,0,0,0,1,0,980715 00:00:00,980715 00:00:00,435
2759,1,1,0,0,0,1,0,971009 00:00:00,971009 00:00:00,436
2779,1,1,0,0,0,1,0,980723 00:00:00,980723 00:00:00,439
2782,1,1,0,0,0,1,0,980707 00:00:00,980707 00:00:00,440
2785,1,1,0,0,0,1,0,961105 00:00:00,961105 00:00:00,441
2796,1,1,0,0,0,1,0,981226 00:00:00,981226 00:00:00,442
2808,1,1,0,0,0,1,0,970629 00:00:00,970629 00:00:00,443
2841,1,1,0,0,0,1,0,980604 00:00:00,980604 00:00:00,446
2864,1,1,0,0,0,1,0,980429 00:00:00,980429 00:00:00,448
2910,1,1,0,0,0,1,0,981219 00:00:00,981219 00:00:00,452
2921,1,1,0,0,0,1,0,970801 00:00:00,970801 00:00:00,454
2924,1,1,0,0,0,1,0,981113 00:00:00,981113 00:00:00,455
2929,1,1,0,0,0,1,0,980516 00:00:00,980516 00:00:00,456
2971,1,1,0,0,0,1,0,981005 00:00:00,981005 00:00:00,460
2978,1,1,0,0,0,1,0,951230 00:00:00,951230 00:00:00,462
2982,1,1,0,0,0,1,0,980226 00:00:00,980226 00:00:00,463
2984,1,1,0,0,0,1,0,950221 00:00:00,950221 00:00:00,464
2995,1,1,0,0,0,1,0,980515 00:00:00,980515 00:00:00,465
3019,1,1,0,0,0,1,0,950605 00:00:00,950605 00:00:00,467
3023,1,1,0,0,0,1,0,950130 00:00:00,950130 00:00:00,468
3026,1,1,0,0,0,1,0,980607 00:00:00,980607 00:00:00,469
3036,1,1,0,0,0,1,0,960902 00:00:00,960902 00:00:00,470
3037,1,1,0,0,0,1,0,970609 00:00:00,970609 00:00:00,471
3056,1,1,0,0,0,1,0,971124 00:00:00,971124 00:00:00,472
3063,1,1,0,0,0,1,0,981222 00:00:00,981222 00:00:00,473
3085,1,1,0,0,0,1,0,981216 00:00:00,981216 00:00:00,479
3092,1,1,0,0,0,1,0,980901 00:00:00,980901 00:00:00,480
3116,1,1,0,0,0,1,0,950704 00:00:00,950704 00:00:00,484
3130,1,1,0,0,0,1,0,981118 00:00:00,981118 00:00:00,487
3135,1,1,0,0,0,1,0,981129 00:00:00,981129 00:00:00,489
3151,1,1,0,0,0,1,0,970821 00:00:00,970821 00:00:00,491
3166,1,1,0,0,0,1,0,980409 00:00:00,980409 00:00:00,492
3167,1,1,0,0,0,1,0,971130 00:00:00,971130 00:00:00,493
3173,1,1,0,0,0,1,0,970610 00:00:00,970610 00:00:00,494
3181,1,1,0,0,0,1,0,970902 00:00:00,970902 00:00:00,495
3184,1,1,0,0,0,1,0,950303 00:00:00,950303 00:00:00,497
3187,1,1,0,0,0,1,0,960403 00:00:00,960403 00:00:00,499
3192,1,1,0,0,0,1,0,981126 00:00:00,981126 00:00:00,500
3197,1,1,0,0,0,1,0,950709 00:00:00,950709 00:00:00,501
3201,1,1,0,0,0,1,0,970822 00:00:00,970822 00:00:00,502
3225,1,1,0,0,0,1,0,950308 00:00:00,950308 00:00:00,503
3249,1,1,0,0,0,1,0,980803 00:00:00,980803 00:00:00,508
3256,1,1,0,0,0,1,0,980413 00:00:00,980413 00:00:00,510
3267,1,1,0,0,0,1,0,960910 00:00:00,960910 00:00:00,514
3268,1,1,0,0,0,1,0,980323 00:00:00,980323 00:00:00,515
3279,1,1,0,0,0,1,0,961025 00:00:00,961025 00:00:00,516
3297,1,1,0,0,0,1,0,980816 00:00:00,980816 00:00:00,519
3308,1,1,0,0,0,1,0,980925 00:00:00,980925 00:00:00,520
3310,1,1,0,0,0,1,0,971217 00:00:00,971217 00:00:00,521
3337,1,1,0,0,0,1,0,980727 00:00:00,980727 00:00:00,525
3339,1,1,0,0,0,1,0,980910 00:00:00,980910 00:00:00,526
3356,1,1,0,0,0,1,0,961031 00:00:00,961031 00:00:00,528
3357,1,1,0,0,0,1,0,980227 00:00:00,980227 00:00:00,529
3384,1,1,0,0,0,1,0,981009 00:00:00,981009 00:00:00,533
3387,1,1,0,0,0,1,0,970129 00:00:00,970129 00:00:00,534
3395,1,1,0,0,0,1,0,980322 00:00:00,980322 00:00:00,535
3405,1,1,0,0,0,1,0,970915 00:00:00,970915 00:00:00,537
3415,1,1,0,0,0,1,0,970423 00:00:00,970423 00:00:00,539
3425,1,1,0,0,0,1,0,971129 00:00:00,971129 00:00:00,540
3458,1,1,0,0,0,1,0,950530 00:00:00,950530 00:00:00,545
3477,1,1,0,0,0,1,0,961011 00:00:00,961011 00:00:00,547
3501,1,1,0,0,0,1,0,980716 00:00:00,980716 00:00:00,548
3504,1,1,0,0,0,1,0,981212 00:00:00,981212 00:00:00,549
3517,1,1,0,0,0,1,0,980903 00:00:00,980903 00:00:00,551
3519,1,1,0,0,0,1,0,971025 00:00:00,971025 00:00:00,552
3522,1,1,0,0,0,1,0,970714 00:00:00,970714 00:00:00,553
3535,1,1,0,0,0,1,0,980929 00:00:00,980929 00:00:00,554
3544,1,1,0,0,0,1,0,971119 00:00:00,971119 00:00:00,555
3567,1,1,0,0,0,1,0,980117 00:00:00,980117 00:00:00,557
3568,1,1,0,0,0,1,0,980607 00:00:00,980607 00:00:00,558
3577,1,1,0,0,0,1,0,981217 00:00:00,981217 00:00:00,560
3583,1,1,0,0,0,1,0,961107 00:00:00,961107 00:00:00,562
3589,1,1,0,0,0,1,0,941021 00:00:00,941021 00:00:00,563
3590,1,1,0,0,0,1,0,970506 00:00:00,970506 00:00:00,564
3606,1,1,0,0,0,1,0,971225 00:00:00,971225 00:00:00,566
3615,1,1,0,0,0,1,0,970305 00:00:00,970305 00:00:00,568
3616,1,1,0,0,0,1,0,971212 00:00:00,971212 00:00:00,569
3620,1,1,0,0,0,1,0,981114 00:00:00,981114 00:00:00,570
3671,1,1,0,0,0,1,0,970430 00:00:00,970430 00:00:00,576
3687,1,1,0,0,0,1,0,940215 00:00:00,940215 00:00:00,577
3699,1,1,0,0,0,1,0,971118 00:00:00,971118 00:00:00,579
3721,1,1,0,0,0,1,0,980813 00:00:00,980813 00:00:00,581
3733,1,1,0,0,0,1,0,970122 00:00:00,970122 00:00:00,582
3735,1,1,0,0,0,1,0,970424 00:00:00,970424 00:00:00,583
3751,1,1,0,0,0,1,0,981028 00:00:00,981028 00:00:00,584
3756,1,1,0,0,0,1,0,980531 00:00:00,980531 00:00:00,586
3765,1,1,0,0,0,1,0,970708 00:00:00,970708 00:00:00,588
3769,1,1,0,0,0,1,0,971202 00:00:00,971202 00:00:00,590
3811,1,1,0,0,0,1,0,971019 00:00:00,971019 00:00:00,596
3821,1,1,0,0,0,1,0,970823 00:00:00,970823 00:00:00,598
3829,1,1,0,0,0,1,0,960520 00:00:00,960520 00:00:00,600
3830,1,1,0,0,0,1,0,961008 00:00:00,961008 00:00:00,601
3858,1,1,0,0,0,1,0,981104 00:00:00,981104 00:00:00,604
3874,1,1,0,0,0,1,0,981211 00:00:00,981211 00:00:00,605
3883,1,1,0,0,0,1,0,960122 00:00:00,960122 00:00:00,606
3885,1,1,0,0,0,1,0,970517 00:00:00,970517 00:00:00,607
3890,1,1,0,0,0,1,0,971217 00:00:00,971217 00:00:00,608
3893,1,1,0,0,0,1,0,961229 00:00:00,961229 00:00:00,609
3894,1,1,0,0,0,1,0,970829 00:00:00,970829 00:00:00,610
3896,1,1,0,0,0,1,0,971113 00:00:00,971113 00:00:00,611
3913,1,1,0,0,0,1,0,980723 00:00:00,980723 00:00:00,613
